num,data_div,unrestricted_axis,A_fit_arg0,A_fit_arg1,A_fit,E_fit_arg0,E_fit_arg1,E_fit,AE_fit_arg0,AE_fit_arg1,AE_fit_arg2,AE_fit_arg3,AE_fit
43,10,0,8,25,0.25515905022621155,10,2,0.49152901768684387,8,12,9,2,0.5695076584815979
43,20,0,8,23,0.26214122772216797,14,1,0.6641747951507568,9,7,12,1,0.7435129880905151
43,30,0,8,28,0.23836630582809448,10,2,0.7699779868125916,9,8,12,1,0.8194414973258972
43,40,0,8,29,0.19990551471710205,10,2,0.7741383910179138,10,6,14,1,0.8117532730102539
44,10,1,8,20,0.4975144565105438,8,3,0.46067869663238525,8,21,10,4,0.5227245092391968
44,20,1,8,23,0.4920581877231598,11,3,0.523512601852417,8,25,9,6,0.5404879450798035
44,30,1,8,21,0.4913284480571747,8,4,0.5663637518882751,8,24,8,6,0.5649610161781311
44,40,1,8,24,0.47794267535209656,10,4,0.5770967602729797,8,28,8,9,0.5515676736831665
45,10,1,8,24,0.39103978872299194,10,4,0.6042141914367676,9,18,10,5,0.5304958820343018
45,20,1,8,24,0.3963966369628906,8,5,0.5758792757987976,8,29,7,8,0.5244981050491333
45,30,1,8,22,0.35009750723838806,12,3,0.5139265060424805,9,15,10,4,0.4776332378387451
45,40,1,8,27,0.3192298114299774,14,5,0.5243850350379944,10,19,13,6,0.4363453686237335
46,10,2,8,29,0.30552324652671814,14,5,0.3143311142921448,10,25,13,8,0.2752019464969635
46,20,2,8,29,0.49037283658981323,10,5,0.49690064787864685,10,20,14,5,0.45051777362823486
46,30,2,8,29,0.4580124020576477,9,7,0.47141170501708984,10,25,13,8,0.40501752495765686
46,40,2,8,29,0.47359612584114075,8,7,0.4875101149082184,9,23,10,6,0.43367743492126465
47,10,2,8,29,0.4927506744861603,9,7,0.5123630166053772,9,27,10,9,0.4331360459327698
47,20,2,8,29,0.47636476159095764,12,5,0.4909592270851135,10,23,13,7,0.43158742785453796
47,30,2,8,29,0.5233258605003357,10,6,0.5464597940444946,10,25,14,6,0.47434085607528687
47,40,2,8,29,0.5069888234138489,12,5,0.5222375392913818,10,24,14,6,0.4609586000442505
48,10,2,8,29,0.3752061426639557,14,29,0.1358947455883026,10,13,10,29,0.25987428426742554
48,20,2,8,29,0.29170680046081543,14,29,0.030927496030926704,8,29,10,29,0.13966716825962067
48,30,2,8,29,0.37250301241874695,14,29,0.08935342729091644,8,29,10,21,0.2692185044288635
48,40,2,8,29,0.2711334824562073,14,29,0.17736083269119263,8,23,9,14,0.29064327478408813
49,10,2,13,29,0.1208280473947525,14,6,0.3410278260707855,10,16,12,7,0.32430174946784973
49,20,2,3,29,0.09503912925720215,14,5,0.35639524459838867,9,18,10,6,0.3307119905948639
49,30,2,3,29,0.0892559289932251,12,4,0.3556379973888397,9,18,10,4,0.33735811710357666
49,40,2,3,29,0.12244164198637009,9,5,0.41416630148887634,9,19,10,4,0.38272273540496826
60,10,2,8,22,0.7285796403884888,5,29,0.055728279054164886,9,14,10,26,0.6054245233535767
60,20,2,9,15,0.6654610633850098,5,29,0.14271025359630585,12,12,11,28,0.5909116864204407
60,30,2,8,16,0.6462458372116089,5,29,0.2979920208454132,8,11,13,2,0.6955846548080444
60,40,2,8,15,0.5430615544319153,5,29,0.4585954248905182,7,23,8,3,0.7056782245635986
62,10,0,8,29,0.7479488849639893,14,29,0.03533299267292023,8,29,10,23,0.5782078504562378
62,20,0,8,25,0.7253966331481934,4,29,0.1305331289768219,8,22,10,18,0.6448230743408203
62,30,0,8,20,0.5544619560241699,5,6,0.3232625126838684,8,14,13,2,0.6332461833953857
62,40,0,8,16,0.5331876277923584,7,5,0.4701375365257263,8,13,11,3,0.7099806666374207
64,10,1,8,18,0.6731794476509094,9,2,0.49775430560112,8,19,10,11,0.6461222171783447
64,20,1,8,17,0.6408493518829346,11,2,0.6444067358970642,8,19,9,6,0.7018463015556335
64,30,1,8,17,0.5982775092124939,11,2,0.636391282081604,8,19,9,5,0.6751102805137634
64,40,1,8,18,0.5632173418998718,8,3,0.6679913401603699,8,20,8,6,0.6713477969169617
66,10,2,8,29,0.3424171805381775,7,14,0.3280324339866638,9,20,10,8,0.30042946338653564
66,20,2,14,13,0.27137109637260437,8,10,0.2607465088367462,13,1,8,6,0.2632950246334076
66,30,2,8,28,0.6162883639335632,8,6,0.626852810382843,9,20,10,6,0.5796432495117188
66,40,2,8,29,0.6579235196113586,10,5,0.6742680072784424,10,20,13,6,0.6170605421066284
68,10,2,8,23,0.569040834903717,14,29,-0.01620514877140522,8,22,10,29,0.39904913306236267
68,20,2,8,22,0.5652027726173401,14,29,0.03258030489087105,8,21,10,24,0.44454139471054077
68,30,2,8,19,0.5396709442138672,14,29,0.05926591902971268,14,8,11,29,0.44791179895401
68,40,2,8,23,0.372376412153244,14,29,0.09093298763036728,11,8,10,29,0.33954885601997375
80,10,2,8,29,0.8360152840614319,14,29,-0.01709786057472229,8,29,10,24,0.6264593005180359
80,20,2,8,19,0.7043911814689636,5,29,0.2000674605369568,8,14,14,2,0.6926591992378235
80,30,2,8,20,0.6151511073112488,5,29,0.28639835119247437,8,12,14,1,0.6862064003944397
80,40,2,8,22,0.4423881471157074,5,29,0.4348401129245758,7,10,4,0,0.6641638875007629
81,10,2,8,20,0.5606969594955444,5,29,0.26657533645629883,8,14,13,2,0.6231638193130493
81,20,2,8,23,0.4359421730041504,5,29,0.6160932779312134,8,10,10,1,0.783687174320221
81,30,2,8,20,0.312580406665802,4,6,0.7060544490814209,6,8,0,1,0.8457432389259338
81,40,2,8,19,0.3468579947948456,4,6,0.6910886168479919,7,14,5,2,0.8537316918373108
82,10,0,9,25,0.3895435631275177,14,29,0.29877957701683044,11,19,11,28,0.40866953134536743
82,20,0,9,22,0.38337111473083496,14,29,0.348831444978714,10,15,10,29,0.46989327669143677
82,30,0,8,29,0.37499967217445374,14,29,0.34194785356521606,10,15,10,29,0.43251070380210876
82,40,0,8,27,0.3499641418457031,12,1,0.20484013855457306,8,13,14,1,0.4208832085132599
83,10,0,8,24,0.3291303515434265,10,2,0.5791994333267212,9,8,14,1,0.6816750168800354
83,20,0,8,27,0.18581803143024445,10,2,0.41115492582321167,9,10,12,2,0.44859829545021057
83,30,0,8,22,0.2627713680267334,6,1,0.6013229489326477,7,4,4,0,0.7043187022209167
83,40,0,8,23,0.2967691123485565,14,1,0.6157949566841125,9,7,13,1,0.7054392695426941
84,10,1,8,14,0.6379826068878174,5,1,0.6058558821678162,8,13,13,1,0.6752098798751831
84,20,1,7,19,0.6360889077186584,2,2,0.7672001123428345,7,19,4,4,0.8007321357727051
84,30,1,8,16,0.6015346050262451,10,2,0.6622640490531921,8,18,9,4,0.6915341019630432
84,40,1,8,13,0.6278232932090759,4,4,0.7609850764274597,8,12,8,2,0.7821617722511292
85,10,1,7,29,0.3612305819988251,3,9,0.46250423789024353,7,29,4,8,0.4651806950569153
85,20,1,8,15,0.5820272564888,8,2,0.7899552583694458,8,17,7,4,0.7890647649765015
85,30,1,0,0,0.0,0,0,0.0,0,0,0,0,0.0
85,40,1,8,14,0.5548641681671143,5,3,0.7580951452255249,8,14,7,3,0.7650879621505737
86,10,2,13,29,0.13406282663345337,14,15,0.13626661896705627,11,29,12,22,0.06979908049106598
86,20,2,9,25,0.42790696024894714,14,8,0.41259077191352844,11,27,12,21,0.34110549092292786
86,30,2,10,29,0.18976904451847076,14,19,0.181892991065979,13,29,14,25,0.11806654930114746
86,40,2,3,29,0.18953347206115723,14,29,0.07266801595687866,3,29,0,0,0.2010519802570343
87,10,2,3,29,0.36178264021873474,14,29,0.06922148913145065,3,29,10,0,0.36385297775268555
87,20,2,3,29,0.20787250995635986,14,29,0.05396358668804169,3,29,0,15,0.20622532069683075
87,30,2,8,29,0.5146780014038086,8,11,0.5295908451080322,9,29,10,11,0.44104284048080444
87,40,2,3,29,0.201567605137825,14,29,0.06263032555580139,3,29,5,0,0.2093239575624466
88,10,2,8,29,0.5129790902137756,14,29,-0.05488172173500061,8,29,10,29,0.3702012598514557
88,20,2,8,29,0.450469434261322,14,29,0.031056664884090424,8,29,10,28,0.2961137890815735
88,30,2,8,29,0.401067316532135,14,29,0.024899080395698547,8,29,10,26,0.29114967584609985
88,40,2,8,29,0.26778644323349,5,29,0.20303909480571747,8,15,10,2,0.39098358154296875
89,10,2,8,29,0.26469558477401733,5,29,0.19052742421627045,8,28,9,5,0.35752245783805847
89,20,2,8,29,0.1957058310508728,5,29,0.11933321505784988,8,29,10,3,0.23482884466648102
89,30,2,8,29,0.165368914604187,14,29,0.11037437617778778,11,10,10,29,0.16277289390563965
89,40,2,3,27,0.045147914439439774,5,22,0.21571405231952667,8,7,7,1,0.2616868317127228
100,10,2,8,29,0.5220324993133545,5,29,-0.030688082799315453,8,29,14,7,0.39493975043296814
100,20,2,8,24,0.7786984443664551,5,29,0.07951465994119644,8,22,14,4,0.6670205593109131
100,30,2,8,22,0.8650031089782715,5,29,0.0018634002190083265,8,20,13,6,0.7033662796020508
100,40,2,8,20,0.8333455920219421,5,29,0.03363431245088577,8,18,14,4,0.7017360329627991
102,10,0,8,29,0.5858195424079895,14,29,0.29626524448394775,13,16,12,28,0.5751962065696716
102,20,0,8,29,0.5115973353385925,14,29,0.3650118410587311,10,14,10,29,0.5831119418144226
102,30,0,8,29,0.5242547392845154,14,29,0.2761223018169403,10,13,10,29,0.5546426177024841
102,40,0,8,29,0.5384750962257385,14,29,0.2660641074180603,9,16,10,21,0.5629317760467529
104,10,1,7,26,0.8014280200004578,4,1,0.7463721632957458,7,28,8,3,0.8448907732963562
104,20,1,8,18,0.7420791387557983,14,1,0.6897662878036499,8,19,10,4,0.7970958948135376
104,30,1,7,21,0.728731632232666,3,1,0.8321705460548401,7,25,5,4,0.8718572854995728
104,40,1,8,17,0.5206905007362366,10,1,0.5356895923614502,8,17,10,3,0.5857123732566833
106,10,2,9,29,0.22951418161392212,14,12,0.21305903792381287,12,29,13,24,0.15507487952709198
106,20,2,13,29,0.14593183994293213,14,29,0.16265533864498138,13,28,13,29,0.06428124755620956
106,30,2,9,29,0.1848551332950592,14,11,0.1578322798013687,10,29,11,21,0.12708207964897156
106,40,2,9,26,0.24396143853664398,9,10,0.21376407146453857,10,28,11,20,0.18608124554157257
108,10,2,8,29,0.549490749835968,14,29,-0.06045442074537277,8,29,11,29,0.40206775069236755
108,20,2,8,25,0.5455354452133179,14,29,-0.022082237526774406,8,24,10,29,0.4064534902572632
108,30,2,8,27,0.5435389876365662,14,29,-0.026912827044725418,8,26,10,29,0.420048326253891
108,40,2,8,22,0.5252421498298645,14,29,-0.027979526668787003,8,21,10,27,0.39987704157829285
160,10,2,8,24,0.7627136707305908,5,29,0.23031233251094818,8,21,14,3,0.7271256446838379
160,20,2,8,22,0.32480841875076294,5,22,0.7270758748054504,7,28,5,6,0.8204783797264099
160,30,2,8,26,0.39196524024009705,5,29,0.6126011610031128,8,13,10,1,0.7447438836097717
160,40,2,8,26,0.38067489862442017,5,26,0.6757257580757141,8,14,9,2,0.8026624321937561
161,10,2,8,27,0.28860288858413696,5,21,0.7526538372039795,8,14,8,2,0.8217843174934387
161,20,2,8,26,0.2417760044336319,4,7,0.8246003985404968,7,20,4,6,0.8943922519683838
161,30,2,8,25,0.25982147455215454,5,9,0.8142911791801453,8,9,7,1,0.889214813709259
161,40,2,8,24,0.27578043937683105,5,10,0.8029093742370605,8,8,8,1,0.8854587078094482
162,10,0,8,29,0.48101213574409485,14,29,0.4119485020637512,10,15,10,29,0.5649396181106567
162,20,0,8,29,0.298623651266098,14,1,0.6190719604492188,8,8,9,1,0.7319989800453186
162,30,0,8,29,0.3286570608615875,12,2,0.6404455304145813,8,14,9,2,0.7474405169487
162,40,0,8,29,0.3151373267173767,12,2,0.6142584681510925,9,9,14,1,0.715173065662384
163,10,0,8,24,0.2935936748981476,14,1,0.7021735906600952,9,8,13,1,0.7911727428436279
163,20,0,8,23,0.24294988811016083,9,1,0.7492229342460632,8,7,8,1,0.8296460509300232
163,30,0,8,25,0.27274414896965027,10,1,0.7000464797019958,8,8,8,1,0.7889702320098877
163,40,0,8,23,0.25358477234840393,9,1,0.6926522850990295,9,3,12,0,0.7841991782188416
164,10,1,8,20,0.42999622225761414,5,9,0.5345502495765686,8,22,8,5,0.5171030163764954
164,20,1,7,29,0.40486934781074524,4,10,0.5382769703865051,8,21,5,9,0.5207176208496094
164,30,1,8,21,0.4095619320869446,5,8,0.5279693007469177,8,23,7,5,0.5096352696418762
164,40,1,7,29,0.3936538100242615,4,11,0.5306863784790039,8,21,5,8,0.510581374168396
165,10,1,8,22,0.3942819833755493,5,9,0.5570641160011292,8,29,6,7,0.5162628293037415
165,20,1,8,19,0.4042756259441376,5,8,0.55227130651474,8,26,5,10,0.5252345204353333
165,30,1,8,20,0.40141624212265015,5,9,0.5499485731124878,8,25,6,7,0.5208138823509216
165,40,1,7,29,0.39095091819763184,4,10,0.5320740938186646,8,20,5,7,0.5174069404602051
166,10,2,9,29,0.1794780045747757,14,17,0.22589385509490967,12,29,13,22,0.06266333907842636
166,20,2,3,29,0.2137519121170044,14,29,0.08800654113292694,3,29,2,0,0.2476166933774948
166,30,2,4,29,0.22538700699806213,14,29,0.10197629034519196,3,29,0,0,0.27162691950798035
166,40,2,3,29,0.1878586858510971,14,29,0.1079469695687294,3,29,0,0,0.23427744209766388
167,10,2,3,29,0.32251325249671936,14,29,0.050217170268297195,3,29,3,0,0.3510582149028778
167,20,2,3,29,0.3525136113166809,14,29,0.00047939131036400795,3,29,9,0,0.3597967326641083
167,30,2,3,29,0.3552296459674835,14,29,0.007603582926094532,3,29,6,0,0.37521228194236755
167,40,2,3,29,0.35986748337745667,14,29,0.021543147042393684,3,29,11,0,0.3619730770587921
168,10,2,8,29,0.441509485244751,14,29,-0.08322162926197052,8,29,13,28,0.29632365703582764
168,20,2,3,26,0.24208447337150574,6,29,0.3271290063858032,8,21,8,5,0.38335222005844116
168,30,2,3,26,0.22627802193164825,6,29,0.286124587059021,8,29,8,8,0.31929153203964233
168,40,2,3,26,0.24809236824512482,6,29,0.3128513991832733,8,27,8,7,0.36350852251052856
169,10,2,3,29,0.21778562664985657,6,13,0.42873120307922363,8,19,7,6,0.47466519474983215
169,20,2,2,27,0.16050609946250916,6,8,0.4684777855873108,8,26,6,6,0.5040136575698853
169,30,2,2,24,0.1689864844083786,6,12,0.4707831144332886,8,29,6,8,0.5003260970115662
169,40,2,3,29,0.15658193826675415,7,8,0.4458869695663452,8,24,7,8,0.4612697958946228
200,10,2,8,23,0.5922018885612488,14,29,0.2890872359275818,13,11,11,29,0.6249620318412781
200,20,2,8,20,0.4451504349708557,5,29,0.513778030872345,8,11,10,3,0.7008565068244934
200,30,2,8,23,0.43328213691711426,5,29,0.5319589972496033,8,12,10,2,0.7092072367668152
200,40,2,8,21,0.4013637900352478,5,29,0.587292492389679,8,12,10,2,0.7429033517837524
201,10,2,8,25,0.23504428565502167,5,6,0.7649577260017395,8,9,7,2,0.8261943459510803
201,20,2,8,25,0.22059740126132965,5,6,0.7646069526672363,8,10,7,2,0.8197908997535706
201,30,2,8,25,0.2182580530643463,5,6,0.7694369554519653,8,9,7,2,0.8244271278381348
201,40,2,8,25,0.22583375871181488,5,6,0.7669344544410706,8,9,7,2,0.8277723789215088
202,10,0,8,29,0.638204038143158,14,29,0.15626075863838196,8,27,10,15,0.5838112235069275
202,20,0,8,23,0.4439416527748108,10,3,0.5490700602531433,8,15,10,3,0.7107141613960266
202,30,0,8,25,0.47722986340522766,11,3,0.47362783551216125,8,17,10,4,0.6863139271736145
202,40,0,8,20,0.4530743360519409,9,3,0.5088863372802734,8,13,11,2,0.7013239860534668
203,10,0,8,25,0.2577075660228729,7,3,0.7523283958435059,8,12,8,2,0.8210545778274536
203,20,0,8,27,0.2354986071586609,8,2,0.7713640332221985,8,11,7,2,0.8309807777404785
203,30,0,8,29,0.23974555730819702,9,2,0.7727856040000916,9,8,12,1,0.8272588849067688
203,40,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0
204,10,1,8,18,0.4351380467414856,7,4,0.5313907265663147,8,20,8,5,0.5281647443771362
204,20,1,8,22,0.4232693612575531,9,4,0.5524922609329224,8,26,8,7,0.5181592702865601
204,30,1,8,21,0.41902709007263184,7,5,0.5399163961410522,8,24,7,6,0.5183569192886353
204,40,1,8,21,0.42738181352615356,9,3,0.48617833852767944,8,23,8,6,0.49394702911376953
205,10,1,8,22,0.3842105567455292,8,4,0.5470221638679504,8,26,7,7,0.5067398548126221
205,20,1,8,21,0.382686972618103,7,4,0.5314872860908508,8,23,7,6,0.504875123500824
205,30,1,8,21,0.3983190357685089,7,5,0.5747029185295105,8,25,7,6,0.5349189043045044
205,40,1,8,22,0.38780099153518677,7,5,0.5602511763572693,8,26,7,7,0.5190367102622986
206,10,2,9,24,0.24418124556541443,8,14,0.2577742040157318,10,28,12,12,0.18963325023651123
206,20,2,4,29,0.15388014912605286,10,19,0.13314223289489746,3,29,0,0,0.1764523833990097
206,30,2,4,29,0.15340594947338104,11,16,0.16928952932357788,12,29,14,18,0.16981303691864014
206,40,2,3,29,0.22639301419258118,10,24,0.11119735985994339,3,29,0,0,0.2578531801700592
207,10,2,3,29,0.3351554572582245,14,29,0.05652325227856636,3,29,2,2,0.33891561627388
207,20,2,3,29,0.334938108921051,14,29,0.05281027778983116,3,29,2,0,0.35840702056884766
207,30,2,3,29,0.337713360786438,14,29,0.06025238335132599,3,29,5,0,0.3525794744491577
207,40,2,3,29,0.2684887945652008,14,29,0.04018217325210571,3,29,0,0,0.28781113028526306
208,10,2,8,25,0.4665334224700928,14,29,0.11530430614948273,10,12,10,29,0.36097925901412964
208,20,2,8,29,0.24370448291301727,14,29,0.25750747323036194,11,11,10,28,0.3097192049026489
208,30,2,8,29,0.2411118447780609,13,29,0.2465466558933258,14,11,12,21,0.2990252673625946
208,40,2,8,29,0.2800520360469818,14,29,0.25794681906700134,14,10,11,29,0.328735888004303
209,10,2,3,29,0.12945234775543213,7,8,0.48367762565612793,8,24,7,9,0.47867465019226074
209,20,2,3,29,0.15038231015205383,7,8,0.496807336807251,8,22,7,8,0.49850115180015564
209,30,2,3,29,0.14598919451236725,7,8,0.523756742477417,8,25,7,9,0.5196849703788757
209,40,2,3,29,0.11808059364557266,7,7,0.4910711348056793,8,29,6,9,0.48930755257606506
240,10,2,8,26,0.674424946308136,5,29,0.23168055713176727,8,19,14,2,0.6870562434196472
240,20,2,8,18,0.2944173812866211,4,16,0.26233261823654175,7,7,7,0,0.42662927508354187
240,30,2,8,22,0.439281165599823,4,13,0.4129915237426758,8,6,13,0,0.6535761952400208
240,40,2,8,20,0.44565850496292114,5,29,0.5028578639030457,8,5,12,0,0.7319233417510986
241,10,2,8,27,0.4916818141937256,5,29,0.44971275329589844,8,10,14,0,0.6902492046356201
241,20,2,8,21,0.2896803617477417,4,7,0.7470691204071045,7,20,4,4,0.8611445426940918
241,30,2,8,19,0.3047938048839569,4,6,0.7337692975997925,6,8,0,1,0.8744363188743591
241,40,2,8,21,0.33542487025260925,4,7,0.6960787773132324,7,19,5,3,0.8433670997619629
242,10,0,8,29,0.41237306594848633,14,29,0.27320507168769836,14,14,12,29,0.44348230957984924
242,20,0,8,29,0.2424454689025879,14,23,0.31424471735954285,11,14,11,20,0.3923182785511017
242,30,0,8,28,0.4658854007720947,14,3,0.3434343636035919,8,16,12,2,0.602277934551239
242,40,0,8,29,0.33139991760253906,14,2,0.2167210578918457,8,14,12,2,0.4183313250541687
243,10,0,7,29,0.3560914695262909,6,3,0.584733247756958,7,14,6,2,0.7455031275749207
243,20,0,8,25,0.28751376271247864,13,1,0.3787519931793213,8,11,11,1,0.49908509850502014
243,30,0,8,21,0.3043622374534607,7,2,0.6198205351829529,9,3,13,0,0.7459883689880371
243,40,0,8,21,0.24835585057735443,6,3,0.4646349847316742,8,7,9,1,0.5708321332931519
244,10,1,8,16,0.6866245269775391,6,3,0.7488898634910583,8,17,9,4,0.7888349294662476
244,20,1,7,26,0.6007943153381348,3,6,0.7682146430015564,7,29,4,7,0.7810221314430237
244,30,1,7,24,0.6063798666000366,3,6,0.7710276246070862,7,29,4,7,0.7858773469924927
244,40,1,7,22,0.6487194299697876,3,5,0.8251684308052063,7,26,4,6,0.8419851064682007
