num,data_div,unrestricted_axis,A_fit_arg0,A_fit_arg1,A_fit,E_fit_arg0,E_fit_arg1,E_fit,AE_fit_arg0,AE_fit_arg1,AE_fit_arg2,AE_fit_arg3,AE_fit
26,10,2,9,23,0.4607830047607422,14,7,0.483848512172699,11,29,14,13,0.37845101952552795
26,20,2,8,29,0.4844389259815216,8,10,0.49957937002182007,9,28,10,10,0.40295282006263733
26,30,2,8,29,0.5141650438308716,8,10,0.5220237374305725,9,27,10,10,0.43298834562301636
26,40,2,8,29,0.4714418947696686,8,10,0.4908841848373413,10,28,13,9,0.3929034471511841
28,10,2,8,29,0.47530847787857056,14,29,-0.09608368575572968,8,29,13,28,0.2343118041753769
28,20,2,9,22,0.49393829703330994,14,29,-0.07005763053894043,9,22,13,27,0.2357856184244156
28,30,2,8,29,0.5116473436355591,14,29,-0.09375958144664764,8,29,13,27,0.2922062277793884
28,40,2,8,29,0.4723578095436096,14,29,-0.009361046366393566,8,29,12,25,0.2957758903503418
40,10,2,9,24,0.6777263879776001,5,29,-0.01956157200038433,9,24,14,11,0.4671701490879059
40,20,2,9,21,0.8146021366119385,5,29,0.023828137665987015,9,20,11,20,0.6023072004318237
40,30,2,9,18,0.7395045161247253,5,29,0.0516745001077652,9,17,14,8,0.5654658079147339
40,40,2,8,18,0.6553335189819336,5,29,0.2929997444152832,8,14,14,2,0.664637565612793
41,10,2,13,29,0.1909705102443695,14,3,0.6364801526069641,10,18,14,5,0.6131752133369446
41,20,2,9,23,0.23164862394332886,6,7,0.7231455445289612,9,13,11,3,0.7429441213607788
41,30,2,8,29,0.23036479949951172,6,5,0.7650669813156128,8,14,7,3,0.8095210194587708
41,40,2,8,27,0.2175101339817047,5,10,0.7823256850242615,8,13,7,3,0.8192830085754395
42,10,0,9,21,0.7221289873123169,14,29,0.020680170506238937,12,17,12,28,0.5391910672187805
42,20,0,9,20,0.7559429407119751,14,29,0.07630828768014908,9,18,10,29,0.6044929027557373
42,30,0,8,24,0.7238634824752808,5,17,0.12727299332618713,9,14,11,13,0.6380755305290222
42,40,0,8,17,0.5332525968551636,6,6,0.34995758533477783,8,14,11,4,0.6240856647491455
43,10,0,8,29,0.2864128649234772,14,2,0.6084938049316406,9,13,12,3,0.6717182397842407
43,20,0,8,29,0.2839328646659851,12,2,0.6602998375892639,9,10,12,2,0.7297295928001404
43,30,0,8,27,0.24854107201099396,12,2,0.6782565116882324,9,8,11,2,0.7359940409660339
43,40,0,8,29,0.24211297929286957,14,2,0.723599910736084,8,17,8,4,0.7566288113594055
44,10,1,9,17,0.434266597032547,5,5,0.24022223055362701,9,17,11,24,0.3629631996154785
44,20,1,8,25,0.5607959032058716,12,4,0.524432897567749,8,29,9,13,0.5565412640571594
44,30,1,8,25,0.5287675857543945,14,4,0.5629539489746094,9,18,10,12,0.5564953088760376
44,40,1,8,25,0.5583425164222717,14,5,0.5775448083877563,9,18,10,12,0.5777904987335205
45,10,1,8,25,0.4629116952419281,14,4,0.6982706189155579,9,20,10,7,0.6025054454803467
45,20,1,8,25,0.46728721261024475,14,4,0.7164713144302368,9,20,10,7,0.6185096502304077
45,30,1,8,21,0.46823886036872864,14,3,0.6889618039131165,9,17,10,5,0.622345507144928
45,40,1,8,22,0.45717573165893555,14,3,0.681198239326477,9,19,11,4,0.6180416345596313
46,10,2,8,21,0.5926802754402161,8,4,0.6017705202102661,9,14,10,3,0.5841848254203796
46,20,2,8,29,0.6404986381530762,10,6,0.6514573097229004,10,22,13,7,0.5842634439468384
46,30,2,8,29,0.5901564359664917,8,7,0.5919171571731567,10,19,13,6,0.5480754375457764
46,40,2,8,25,0.601924479007721,8,5,0.6056920289993286,9,17,10,5,0.5792927742004395
47,10,2,8,22,0.2616116404533386,7,6,0.26791906356811523,8,25,7,9,0.2587894797325134
47,20,2,8,28,0.404863566160202,9,5,0.40306615829467773,9,18,10,6,0.38460150361061096
47,30,2,8,29,0.5966325402259827,7,8,0.6104766726493835,9,19,10,5,0.562887966632843
47,40,2,8,28,0.5928148627281189,9,5,0.6100481152534485,9,20,10,5,0.5610592365264893
48,10,2,8,17,0.5018938779830933,14,29,-0.13342618942260742,8,17,12,22,0.36475813388824463
48,20,2,8,22,0.5786505341529846,14,29,-0.03579064831137657,8,22,12,25,0.4138932526111603
48,30,2,8,24,0.537534773349762,14,29,-0.0794171541929245,8,24,13,23,0.38267970085144043
48,40,2,8,24,0.40994927287101746,5,29,0.10169176012277603,8,22,12,8,0.34370842576026917
49,10,2,14,29,0.12432865053415298,14,4,0.31362688541412354,10,18,12,8,0.2890513837337494
49,20,2,10,29,0.16675999760627747,11,4,0.5058209300041199,9,15,10,5,0.48974180221557617
49,30,2,3,29,0.1814912110567093,8,6,0.5064792633056641,8,26,7,9,0.48036298155784607
49,40,2,3,29,0.17152981460094452,8,5,0.5248593091964722,8,27,7,8,0.5030169486999512
60,10,2,8,24,0.841306746006012,5,29,-0.08791469782590866,8,24,14,27,0.6145153045654297
60,20,2,8,19,0.8226848244667053,5,29,0.040614333003759384,8,18,10,25,0.6638509035110474
60,30,2,8,15,0.7977409958839417,5,29,0.040490273386240005,8,14,14,5,0.6735462546348572
60,40,2,8,19,0.7793311476707458,5,29,0.13356395065784454,8,17,14,4,0.6638576984405518
62,10,0,8,29,0.8106272220611572,4,29,0.007202017121016979,8,27,10,25,0.6346391439437866
62,20,0,8,24,0.7752873301506042,4,29,0.02696223184466362,8,22,10,25,0.6130120158195496
62,30,0,8,16,0.7216203808784485,4,29,0.11036034673452377,8,14,12,6,0.6550480127334595
62,40,0,8,18,0.7515794634819031,4,29,0.10101108253002167,8,16,12,6,0.6656040549278259
64,10,1,8,19,0.7468810081481934,14,1,0.5204977989196777,8,19,10,14,0.6943168640136719
64,20,1,8,20,0.6829479336738586,14,2,0.5452017188072205,8,21,10,9,0.6652289032936096
64,30,1,8,18,0.625920832157135,14,2,0.6248409748077393,8,20,9,9,0.6742463707923889
64,40,1,8,18,0.6617447137832642,14,2,0.6165525317192078,8,20,9,11,0.6930072903633118
66,10,2,10,9,0.46145522594451904,11,3,0.43435540795326233,12,8,14,5,0.4404926598072052
66,20,2,14,7,0.4694068729877472,13,3,0.4240177273750305,14,5,14,5,0.44988659024238586
66,30,2,14,4,0.4388694167137146,9,5,0.39448827505111694,8,0,6,2,0.44782599806785583
66,40,2,14,6,0.4673295021057129,10,3,0.4176851809024811,13,5,14,4,0.4566163122653961
68,10,2,8,29,0.6897101402282715,14,29,-0.059628069400787354,8,29,13,28,0.4994681477546692
68,20,2,8,19,0.7462024688720703,5,29,-0.039207823574543,8,19,12,22,0.5936442613601685
68,30,2,8,16,0.7272740602493286,5,29,-0.01032435242086649,8,16,11,29,0.5937155485153198
68,40,2,8,15,0.7472463846206665,5,29,-0.023747339844703674,8,15,12,20,0.6013109087944031
80,10,2,9,20,0.47323599457740784,14,29,0.16033264994621277,13,16,12,28,0.4594334661960602
80,20,2,8,29,0.5953773260116577,5,29,0.22844865918159485,8,21,14,2,0.6234814524650574
80,30,2,8,29,0.5871424674987793,5,29,0.35775503516197205,8,17,14,1,0.6934561729431152
80,40,2,8,26,0.5049725770950317,5,29,0.41195452213287354,8,12,12,1,0.6871134638786316
81,10,2,8,29,0.4518463909626007,5,29,0.5053372979164124,8,18,10,3,0.6992032527923584
81,20,2,8,24,0.40904948115348816,5,29,0.5948544144630432,8,9,10,1,0.759750485420227
81,30,2,8,23,0.38713395595550537,5,26,0.7010316848754883,8,9,9,1,0.8333197832107544
81,40,2,8,22,0.31821927428245544,5,16,0.6396928429603577,8,8,9,1,0.7545854449272156
82,10,0,8,29,0.3945958912372589,14,29,0.2683950364589691,14,14,12,29,0.43523311614990234
82,20,0,8,29,0.49857813119888306,14,29,0.2754804491996765,10,13,10,29,0.5407782196998596
82,30,0,8,29,0.25986891984939575,14,15,0.2864205539226532,8,29,9,21,0.38618841767311096
82,40,0,8,24,0.36158284544944763,14,1,0.3332505524158478,8,10,12,1,0.519733726978302
83,10,0,8,20,0.251546174287796,14,0,0.2908235192298889,8,4,12,0,0.42742490768432617
83,20,0,8,22,0.3184833228588104,14,1,0.5414057374000549,8,8,10,1,0.659687340259552
83,30,0,8,21,0.31188616156578064,14,1,0.617874801158905,9,7,13,1,0.7204101085662842
83,40,0,8,23,0.26522594690322876,14,1,0.5993036031723022,9,8,13,1,0.6784901022911072
84,10,1,8,14,0.7384206652641296,3,2,0.7393473982810974,7,14,3,0,0.816963255405426
84,20,1,8,11,0.7508954405784607,4,1,0.8450947403907776,8,11,9,2,0.8821471929550171
84,30,1,8,15,0.6885311007499695,13,1,0.8050086498260498,8,17,8,4,0.8303672671318054
84,40,1,8,15,0.554111123085022,5,3,0.6835373044013977,8,16,8,3,0.6997498273849487
85,10,1,7,29,0.32087641954421997,3,5,0.38423624634742737,7,29,3,3,0.38432446122169495
85,20,1,8,15,0.5938421487808228,5,4,0.7984021306037903,8,17,7,3,0.8000907897949219
85,30,1,8,12,0.5748251676559448,4,3,0.7905303239822388,8,10,7,2,0.8019041419029236
85,40,1,8,16,0.599642813205719,6,4,0.7928301095962524,8,20,7,4,0.7823897004127502
86,10,2,9,27,0.4215051829814911,14,11,0.42913544178009033,12,27,12,29,0.32801786065101624
86,20,2,8,29,0.4713897407054901,14,5,0.48185643553733826,11,20,13,11,0.4279259145259857
86,30,2,9,17,0.4181930720806122,14,4,0.4244382083415985,14,14,13,18,0.3965568542480469
86,40,2,8,29,0.39391180872917175,12,5,0.40513381361961365,10,20,13,6,0.36301708221435547
87,10,2,8,29,0.32146933674812317,14,7,0.3432232439517975,11,27,13,15,0.27850157022476196
87,20,2,8,29,0.4969213902950287,14,5,0.5118072032928467,9,18,9,23,0.46154969930648804
87,30,2,8,29,0.5247712731361389,13,5,0.5390340089797974,10,18,11,11,0.48299089074134827
87,40,2,8,29,0.5294724702835083,14,5,0.5409765243530273,10,18,11,11,0.4905954599380493
88,10,2,9,24,0.3683811128139496,14,29,0.0941067636013031,9,23,10,27,0.25389453768730164
88,20,2,8,29,0.2640661597251892,14,29,0.05297365039587021,9,20,10,29,0.1512979418039322
88,30,2,9,23,0.3299110233783722,14,29,0.14553242921829224,11,20,11,29,0.25249677896499634
88,40,2,8,29,0.09142789244651794,14,29,-0.02391170710325241,8,29,13,28,0.04730017110705376
89,10,2,8,29,0.2587801516056061,14,29,0.25678551197052,12,16,11,29,0.3057495951652527
89,20,2,8,29,0.2169206142425537,14,29,0.2535485029220581,10,19,10,29,0.2963801920413971
89,30,2,3,29,0.11266309022903442,6,12,0.35232824087142944,8,18,8,4,0.4167691171169281
89,40,2,2,27,0.07868117094039917,6,8,0.40414801239967346,8,15,7,4,0.4631197452545166
100,10,2,8,29,0.801491916179657,14,29,0.11234977096319199,9,17,10,27,0.6623357534408569
100,20,2,8,22,0.7329614758491516,5,29,0.2228969931602478,8,16,14,2,0.7330765724182129
100,30,2,8,22,0.7043848633766174,5,29,0.2001025229692459,8,17,13,3,0.6920362114906311
100,40,2,8,20,0.49871787428855896,5,29,0.34980371594429016,7,8,8,0,0.6456185579299927
102,10,0,8,29,0.5621517300605774,14,29,0.2531019449234009,13,16,12,28,0.537019670009613
102,20,0,8,29,0.5213437080383301,14,29,0.2526192367076874,14,13,12,28,0.5328558087348938
102,30,0,8,23,0.5360144972801208,14,4,0.25367963314056396,8,15,12,3,0.5939247012138367
102,40,0,8,20,0.4593946933746338,9,2,0.3383210599422455,8,10,13,1,0.5968808531761169
104,10,1,8,15,0.7659231424331665,10,0,0.6343984007835388,8,15,12,3,0.7661344408988953
104,20,1,8,11,0.7390340566635132,3,0,0.8152647614479065,8,11,9,2,0.8530433773994446
104,30,1,8,9,0.7424057126045227,0,0,0.8426104187965393,8,8,9,1,0.8790128827095032
104,40,1,7,16,0.6749793887138367,0,1,0.8076607584953308,7,18,4,3,0.8335116505622864
106,10,2,8,29,0.4087376296520233,14,4,0.4103878438472748,9,17,9,24,0.3758603036403656
106,20,2,8,29,0.4999687969684601,14,6,0.5140510201454163,10,26,12,11,0.4413894712924957
106,30,2,8,29,0.5594726800918579,11,5,0.5535194277763367,11,18,14,8,0.5137004852294922
106,40,2,8,29,0.5431150197982788,9,6,0.5474822521209717,10,22,13,7,0.4957849383354187
108,10,2,8,29,0.5341253876686096,14,29,0.04074237868189812,8,29,10,25,0.36736762523651123
108,20,2,8,29,0.4834444224834442,14,29,0.050326261669397354,8,29,10,20,0.38180312514305115
108,30,2,8,29,0.4042189121246338,14,29,0.035503633320331573,8,29,10,20,0.322815477848053
108,40,2,8,29,0.327480673789978,14,29,0.03737012669444084,8,29,10,19,0.27363163232803345
120,10,2,8,21,0.38843441009521484,14,29,0.11931873857975006,10,12,10,29,0.37541359663009644
120,20,2,8,23,0.3668079376220703,14,29,0.10848396271467209,10,12,10,29,0.3461812734603882
120,30,2,8,18,0.40718257427215576,14,29,0.11820531636476517,13,10,11,28,0.41351619362831116
120,40,2,8,19,0.353889524936676,14,29,0.05831504240632057,10,11,10,29,0.3072330355644226
121,10,2,7,29,0.20316535234451294,4,12,0.26257771253585815,6,4,2,0,0.35978150367736816
121,20,2,7,29,0.19189193844795227,4,7,0.4222206771373749,6,11,1,2,0.51412433385849
121,30,2,7,29,0.13151009380817413,5,25,0.2333545982837677,7,2,6,0,0.2954670190811157
121,40,2,7,29,0.1297963559627533,0,2,0.37967604398727417,6,12,1,4,0.4433009922504425
122,10,0,8,29,0.2956877648830414,14,29,0.16229458153247833,10,13,10,29,0.3104959726333618
122,20,0,8,29,0.29057538509368896,14,29,0.18795283138751984,14,14,12,29,0.3215324282646179
122,30,0,8,29,0.2800130546092987,14,29,0.1449255347251892,10,13,10,29,0.28960439562797546
122,40,0,8,27,0.2591012418270111,14,29,0.16662617027759552,9,14,10,17,0.3038525879383087
123,10,0,8,21,0.16895757615566254,0,0,0.15145625174045563,6,7,0,0,0.2679224908351898
123,20,0,8,26,0.11437366157770157,14,29,0.04700538516044617,12,13,11,29,0.10318674892187119
123,30,0,8,24,0.15473859012126923,10,2,0.3199714422225952,8,12,9,2,0.37201163172721863
123,40,0,8,24,0.1420770138502121,7,3,0.3673209249973297,8,12,8,2,0.409485399723053
124,10,1,8,26,0.37256675958633423,9,5,0.45276206731796265,8,29,8,8,0.42684534192085266
124,20,1,8,24,0.5576529502868652,14,3,0.7062719464302063,8,29,8,9,0.6693785786628723
124,30,1,8,29,0.5680184364318848,14,4,0.715909481048584,9,21,11,6,0.6589671969413757
124,40,1,8,24,0.5116050839424133,9,4,0.6737955212593079,8,29,8,8,0.633664071559906
125,10,1,7,29,0.2779567539691925,14,1,0.40646523237228394,10,10,14,2,0.3986901044845581
125,20,1,8,26,0.4461280107498169,11,4,0.6777042150497437,9,18,10,6,0.5983534455299377
125,30,1,8,27,0.5052307844161987,12,4,0.7364188432693481,9,18,10,6,0.6468981504440308
125,40,1,8,24,0.47542718052864075,10,4,0.6876572966575623,9,19,11,4,0.6228862404823303
126,10,2,8,24,0.2559608817100525,7,6,0.2560604214668274,8,25,7,7,0.2456480860710144
126,20,2,8,21,0.2747035026550293,6,7,0.28131261467933655,8,22,7,6,0.27097010612487793
126,30,2,8,21,0.29029345512390137,6,6,0.29412809014320374,8,23,7,6,0.2852259874343872
126,40,2,8,27,0.2764812111854553,7,7,0.280888170003891,8,29,7,8,0.2589893043041229
127,10,2,8,22,0.2807239890098572,6,7,0.2941114902496338,8,26,6,8,0.2779986560344696
127,20,2,8,24,0.27656427025794983,7,6,0.28665292263031006,8,27,7,7,0.2683345675468445
127,30,2,8,23,0.3062400817871094,6,8,0.30991697311401367,8,26,7,7,0.2967243790626526
127,40,2,8,23,0.3073183000087738,6,8,0.3171848952770233,8,27,6,9,0.301228404045105
128,10,2,8,24,0.18014328181743622,14,29,-0.06609362363815308,8,24,13,23,0.12162527441978455
128,20,2,8,23,0.15764173865318298,14,29,-0.062144018709659576,8,23,12,29,0.10291696339845657
128,30,2,8,20,0.17793934047222137,14,29,-0.028251413255929947,8,20,11,25,0.13210391998291016
128,40,2,8,29,0.14048703014850616,14,29,-0.046762630343437195,8,29,13,28,0.07275138795375824
129,10,2,9,29,0.07131507992744446,14,15,0.10821499675512314,10,23,11,17,0.070754773914814
129,20,2,8,29,0.04543709382414818,14,29,0.0205562561750412,8,29,10,29,0.005974659230560064
129,30,2,8,27,0.053724516183137894,14,29,-0.005074799992144108,8,27,13,25,0.0190429724752903
129,40,2,8,28,0.030277471989393234,14,29,-0.011739677749574184,8,28,13,24,0.01709379255771637
140,10,2,8,16,0.4323970079421997,14,29,0.07026367634534836,10,10,10,28,0.43063706159591675
140,20,2,8,18,0.44119003415107727,14,29,0.0603673979640007,10,10,10,29,0.40550142526626587
140,30,2,8,18,0.34626084566116333,5,29,0.13100463151931763,8,12,13,2,0.3841930329799652
140,40,2,7,29,0.40490004420280457,5,29,0.10837111622095108,7,14,12,1,0.4352464973926544
142,10,0,8,23,0.27391424775123596,14,29,0.09624581784009933,10,12,10,29,0.2695927321910858
142,20,0,8,24,0.29217517375946045,14,29,0.11083632707595825,10,12,10,29,0.2847903370857239
142,30,0,8,25,0.2657315731048584,14,29,0.1465018093585968,10,13,10,29,0.30232709646224976
142,40,0,8,24,0.27450039982795715,14,29,0.15065260231494904,7,10,8,0,0.3371436893939972
144,10,1,8,23,0.5102346539497375,11,3,0.6170063614845276,8,29,8,7,0.6076790690422058
144,20,1,8,22,0.5275116562843323,11,3,0.6574174761772156,8,28,8,7,0.6456490159034729
144,30,1,8,22,0.5327858328819275,11,3,0.6477670669555664,8,28,8,7,0.629294216632843
144,40,1,8,16,0.5296024084091187,11,2,0.6442842483520508,8,19,8,5,0.6441957950592041
146,10,2,8,20,0.23986881971359253,6,5,0.2502056062221527,8,20,6,6,0.2389957457780838
146,20,2,8,21,0.2572139799594879,6,6,0.26780781149864197,8,26,6,7,0.25440713763237
146,30,2,8,20,0.27280619740486145,5,7,0.2822521924972534,8,21,6,6,0.2731674909591675
146,40,2,8,20,0.2577614486217499,6,5,0.2693568468093872,8,21,6,6,0.25652265548706055
148,10,2,8,24,0.15328092873096466,14,29,-0.033903200179338455,8,24,12,28,0.10443020612001419
148,20,2,8,22,0.2028912901878357,14,29,-0.07444804161787033,8,22,12,29,0.1458791345357895
148,30,2,8,16,0.22035805881023407,14,29,-0.043241605162620544,8,16,11,29,0.1775343269109726
148,40,2,8,17,0.20326383411884308,14,29,-0.01971484161913395,8,16,10,29,0.16444335877895355
160,10,2,8,29,0.8561796545982361,5,29,0.04911947622895241,8,29,14,6,0.6770594716072083
160,20,2,8,27,0.49684953689575195,5,29,0.5395967960357666,8,16,12,1,0.7437887191772461
160,30,2,8,29,0.4061150848865509,5,29,0.6440828442573547,8,19,9,3,0.7836635112762451
160,40,2,8,29,0.34976452589035034,5,18,0.6663028597831726,8,16,9,2,0.7863245010375977
161,10,2,8,23,0.4377114772796631,5,29,0.6414778828620911,8,14,10,2,0.776118814945221
161,20,2,8,25,0.332668662071228,5,25,0.7161463499069214,8,14,8,2,0.8015855550765991
161,30,2,8,24,0.3686329424381256,5,22,0.7230867743492126,8,11,9,1,0.8426300883293152
161,40,2,8,22,0.3826260566711426,5,24,0.6853398680686951,7,23,5,3,0.8228872418403625
162,10,0,9,24,0.4660874903202057,14,29,0.3821413218975067,11,19,11,28,0.5192062854766846
162,20,0,8,29,0.451701283454895,14,6,0.46094024181365967,8,22,10,5,0.6461531519889832
162,30,0,8,29,0.3368075489997864,14,3,0.5578033328056335,9,14,14,2,0.6669583916664124
162,40,0,8,29,0.29078617691993713,12,2,0.6466236114501953,9,8,13,1,0.7329360842704773
163,10,0,8,27,0.4153464138507843,14,2,0.573156476020813,8,17,10,3,0.7182518243789673
163,20,0,8,24,0.28882521390914917,14,1,0.6600516438484192,9,8,13,1,0.7537992596626282
163,30,0,8,26,0.29714033007621765,14,1,0.6533194184303284,9,8,13,1,0.7529128789901733
163,40,0,8,24,0.3385912775993347,10,2,0.6488807201385498,8,12,9,2,0.7617790102958679
164,10,1,8,25,0.42435699701309204,7,6,0.529035747051239,8,29,8,7,0.49271053075790405
164,20,1,8,19,0.4131709039211273,5,8,0.5470346212387085,8,22,7,5,0.5266955494880676
164,30,1,8,20,0.42850908637046814,5,8,0.5390489101409912,8,21,8,4,0.5244243144989014
164,40,1,8,20,0.4122983515262604,6,6,0.5352943539619446,8,23,7,6,0.5154788494110107
165,10,1,8,21,0.40123412013053894,5,9,0.5650665163993835,8,27,6,7,0.5299531817436218
165,20,1,8,22,0.3861250877380371,5,10,0.5472712516784668,8,29,6,8,0.505626916885376
165,30,1,8,21,0.3852909207344055,5,8,0.5430552363395691,8,25,7,5,0.512994110584259
165,40,1,8,20,0.38818296790122986,5,8,0.532902717590332,8,25,6,7,0.5048872232437134
166,10,2,9,24,0.46123623847961426,14,8,0.5031910538673401,11,29,14,13,0.3699808418750763
166,20,2,8,29,0.49609383940696716,8,11,0.5136815309524536,9,29,10,10,0.41824665665626526
166,30,2,8,29,0.48360443115234375,8,11,0.5107625126838684,9,29,10,10,0.4000009596347809
166,40,2,9,23,0.4772554636001587,11,8,0.5092466473579407,11,29,14,13,0.3922778367996216
167,10,2,8,29,0.47151654958724976,9,10,0.5080180764198303,10,28,12,12,0.3846776783466339
167,20,2,9,24,0.46134310960769653,9,10,0.5016454458236694,11,29,14,13,0.3729821741580963
167,30,2,8,29,0.471392422914505,9,10,0.5236747860908508,10,29,12,12,0.3820457458496094
167,40,2,8,29,0.4586888551712036,9,10,0.5020077228546143,11,29,14,13,0.37426233291625977
168,10,2,9,23,0.5246308445930481,14,29,-0.019725428894162178,9,23,13,28,0.2524871230125427
168,20,2,8,29,0.38673844933509827,14,29,0.09708372503519058,8,29,11,6,0.30548202991485596
168,30,2,9,29,0.20746342837810516,8,9,0.3314453363418579,8,29,8,8,0.351129412651062
168,40,2,9,29,0.20704831182956696,8,8,0.3107508718967438,8,29,8,7,0.35804060101509094
169,10,2,8,29,0.20703653991222382,6,29,0.3083384037017822,8,25,8,6,0.39238083362579346
169,20,2,3,29,0.19085954129695892,13,5,0.4450209140777588,8,28,8,7,0.4409807622432709
169,30,2,3,28,0.214718297123909,6,29,0.33501726388931274,8,25,8,6,0.38815775513648987
169,40,2,3,29,0.17132407426834106,7,9,0.41526660323143005,8,27,8,7,0.4238394796848297
200,10,2,9,23,0.8156523108482361,5,29,-0.021052399650216103,9,23,11,24,0.5722895264625549
