num,data_div,unrestricted_axis,A_fit_arg0,A_fit_arg1,A_fit,E_fit_arg0,E_fit_arg1,E_fit,AE_fit_arg0,AE_fit_arg1,AE_fit_arg2,AE_fit_arg3,AE_fit
9,20,2,3,29,0.15426352620124817,6,14,0.38196220993995667,8,25,7,7,0.41256657242774963
9,30,2,3,29,0.19205287098884583,6,29,0.3175070285797119,8,23,8,6,0.3592744469642639
9,40,2,3,29,0.16069471836090088,6,14,0.4684535562992096,8,29,6,10,0.4755130410194397
20,10,2,8,29,0.8232152462005615,5,29,-0.03935474529862404,8,29,14,8,0.6033115983009338
20,20,2,8,24,0.876088559627533,5,29,0.009539668448269367,8,23,14,7,0.6796708703041077
20,30,2,8,19,0.8366978764533997,5,29,0.07815222442150116,8,18,14,5,0.6929900050163269
20,40,2,8,19,0.6726586222648621,5,29,0.3101986050605774,7,25,6,0,0.7357501983642578
22,10,0,8,29,0.48078131675720215,14,29,0.38482195138931274,13,16,12,27,0.5305622220039368
22,20,0,8,29,0.4706870913505554,14,29,0.3502618670463562,14,14,12,29,0.5387049317359924
22,30,0,8,29,0.4527052342891693,14,4,0.45709967613220215,8,19,10,5,0.6565260887145996
22,40,0,8,29,0.398526668548584,14,3,0.49504682421684265,9,11,14,2,0.6488692760467529
24,10,1,8,18,0.5274336338043213,5,7,0.48161110281944275,8,19,10,4,0.5541278123855591
24,20,1,7,29,0.5127113461494446,5,5,0.5345960259437561,8,17,9,4,0.5756807327270508
24,30,1,7,29,0.4853493869304657,4,7,0.550805389881134,7,29,6,7,0.5668045282363892
24,40,1,7,29,0.45071911811828613,4,7,0.5441186428070068,7,29,5,7,0.5492090582847595
26,10,2,8,29,0.4105778634548187,14,8,0.4459823668003082,11,29,14,13,0.3280775845050812
26,20,2,8,29,0.43768808245658875,8,10,0.4467703402042389,9,29,10,11,0.3656764030456543
26,30,2,8,29,0.42961814999580383,9,9,0.4574359953403473,10,29,13,9,0.35722464323043823
26,40,2,9,24,0.42256954312324524,9,10,0.449174165725708,11,29,14,13,0.3386166989803314
28,10,2,8,29,0.5144447088241577,14,29,-0.09307993203401566,8,29,13,27,0.263245552778244
28,20,2,8,29,0.5095561146736145,14,29,-0.09885983169078827,8,29,13,28,0.2821662127971649
28,30,2,8,29,0.4111127257347107,14,29,-0.08144794404506683,8,29,13,28,0.22758734226226807
28,40,2,8,29,0.3197399377822876,14,29,-0.0029912751633673906,8,29,11,10,0.25463640689849854
40,10,2,8,29,0.7837962508201599,14,29,-0.02381185255944729,8,29,10,26,0.5843743085861206
40,20,2,8,28,0.7614073753356934,5,29,0.007098567672073841,8,27,10,23,0.5996652245521545
40,30,2,8,29,0.7891859412193298,5,29,0.08305440098047256,9,17,10,29,0.6495863199234009
40,40,2,8,21,0.6214079260826111,5,29,0.3297286927700043,8,15,13,2,0.6823042035102844
41,10,2,8,29,0.3250598609447479,5,29,0.6209842562675476,9,12,13,2,0.699291467666626
41,20,2,8,27,0.2649399936199188,5,22,0.7405610084533691,8,16,8,3,0.7907071709632874
41,30,2,8,27,0.24473528563976288,5,12,0.7671892642974854,8,14,7,2,0.8195125460624695
41,40,2,8,25,0.24980270862579346,5,13,0.8009370565414429,8,13,7,3,0.8524227738380432
42,10,0,9,26,0.6912086009979248,14,29,0.10519403219223022,10,22,11,27,0.5075615048408508
42,20,0,9,22,0.6800457835197449,14,29,0.09056086093187332,9,21,11,17,0.5563247799873352
42,30,0,9,18,0.6318730711936951,14,2,0.18372859060764313,9,15,11,12,0.593958854675293
42,40,0,8,29,0.5354116559028625,13,2,0.38668274879455566,8,29,11,4,0.6405524015426636
43,10,0,8,29,0.2590925991535187,14,4,0.5499070882797241,10,13,14,4,0.5893747806549072
43,20,0,9,24,0.2473425716161728,14,5,0.589329183101654,11,12,14,6,0.5974071025848389
43,30,0,8,28,0.2879936397075653,13,2,0.699604332447052,9,10,12,2,0.7553414106369019
43,40,0,8,29,0.2398737668991089,13,3,0.7168764472007751,10,11,14,3,0.734537661075592
44,10,1,8,29,0.4876328408718109,11,3,0.38804081082344055,8,29,10,7,0.4624162018299103
44,20,1,8,28,0.5777227878570557,14,4,0.5952593684196472,9,19,10,13,0.5898838639259338
44,30,1,8,29,0.6396254897117615,11,4,0.5936775207519531,8,29,9,15,0.628789484500885
44,40,1,8,25,0.5811470150947571,11,4,0.6710470914840698,8,29,8,13,0.6385271549224854
45,10,1,8,22,0.48851266503334045,14,3,0.7403308153152466,9,17,10,5,0.6719866394996643
45,20,1,8,24,0.4567841589450836,11,4,0.6826080083847046,9,18,10,5,0.6039094924926758
45,30,1,8,23,0.48801037669181824,10,4,0.7172257900238037,9,20,11,4,0.64881831407547
45,40,1,8,29,0.4709448516368866,9,6,0.7373467683792114,9,21,10,6,0.6161713600158691
46,10,2,8,29,0.6056135296821594,11,6,0.607388973236084,12,20,14,13,0.5399410128593445
46,20,2,9,22,0.6538912057876587,14,7,0.6809300184249878,10,24,11,15,0.5670821070671082
46,30,2,8,29,0.635929524898529,10,6,0.6446376442909241,10,25,13,8,0.5735159516334534
46,40,2,8,29,0.5101607441902161,12,6,0.5311519503593445,10,24,12,10,0.4633798599243164
47,10,2,8,29,0.4726647436618805,14,5,0.4896259605884552,11,19,12,14,0.4296829402446747
47,20,2,8,29,0.5950018763542175,12,7,0.6099896430969238,10,22,11,14,0.5222042202949524
47,30,2,8,29,0.4136606454849243,12,7,0.43109625577926636,10,28,12,12,0.3548705577850342
47,40,2,9,23,0.5484504103660583,14,10,0.6245916485786438,12,27,14,17,0.46539223194122314
48,10,2,8,29,0.6109954714775085,14,29,0.020070696249604225,8,29,10,29,0.4497275650501251
48,20,2,8,29,0.5532960891723633,14,29,0.007775767706334591,8,29,11,28,0.3762228190898895
48,30,2,8,29,0.4874911308288574,14,29,0.04258263483643532,8,29,10,22,0.3873123824596405
48,40,2,9,22,0.3479377031326294,5,29,0.14827927947044373,8,29,11,4,0.32610443234443665
49,10,2,9,29,0.1479349434375763,14,4,0.4391672909259796,10,15,13,5,0.43831390142440796
49,20,2,3,29,0.13587182760238647,12,4,0.49864310026168823,9,14,10,4,0.48679181933403015
49,30,2,3,29,0.14466984570026398,6,11,0.4296817481517792,8,18,7,6,0.452253133058548
49,40,2,3,29,0.13757212460041046,7,6,0.5090454816818237,8,29,6,8,0.5032057166099548
60,10,2,8,29,0.7691954970359802,5,29,-0.055502668023109436,8,29,12,15,0.543510913848877
60,20,2,8,26,0.8297208547592163,5,29,0.012174267321825027,8,25,10,29,0.6422992944717407
60,30,2,8,19,0.8393851518630981,5,29,0.08077526092529297,8,18,14,4,0.7045721411705017
60,40,2,8,16,0.6816601157188416,5,29,0.22787004709243774,8,14,14,3,0.66224205493927
62,10,0,9,21,0.81293785572052,14,29,0.053466372191905975,9,20,11,18,0.6382589340209961
62,20,0,8,29,0.7815713286399841,4,29,0.10979341715574265,8,27,10,20,0.6620455384254456
62,30,0,8,24,0.6983165740966797,4,29,0.18937422335147858,8,19,12,5,0.6619751453399658
62,40,0,8,20,0.6433467864990234,5,9,0.3288898169994354,8,15,13,2,0.7084271907806396
64,10,1,8,23,0.7860803008079529,11,2,0.5752573609352112,8,24,11,6,0.7426886558532715
64,20,1,8,19,0.7082830667495728,13,2,0.6576453447341919,8,21,9,11,0.7373364567756653
64,30,1,8,22,0.6912598013877869,11,3,0.6774321794509888,8,25,9,9,0.725276529788971
64,40,1,8,19,0.6945380568504333,11,3,0.7453948259353638,8,22,9,7,0.768764853477478
66,10,2,8,29,0.7205337285995483,9,5,0.7310625910758972,10,17,13,5,0.6858054399490356
66,20,2,8,29,0.7431122660636902,9,7,0.7670646905899048,10,20,13,6,0.6854332685470581
66,30,2,8,29,0.6897663474082947,12,5,0.708236813545227,10,22,13,7,0.6397488713264465
66,40,2,8,29,0.7635256052017212,9,7,0.7889503240585327,9,25,10,8,0.6972719430923462
68,10,2,8,29,0.5881160497665405,14,29,-0.05516285449266434,8,29,13,28,0.39979201555252075
68,20,2,8,29,0.6258453130722046,14,29,0.018676716834306717,8,29,10,29,0.47539740800857544
68,30,2,8,19,0.6309714913368225,14,29,-0.05675630643963814,8,19,12,23,0.4932476580142975
68,40,2,11,10,0.48150619864463806,5,29,0.07739519327878952,8,19,12,7,0.42629826068878174
80,10,2,8,29,0.7766460180282593,5,29,-0.05187858268618584,8,29,10,29,0.5821791887283325
80,20,2,8,29,0.6855142712593079,5,29,0.07207763940095901,8,28,13,5,0.5811765193939209
80,30,2,8,29,0.7487566471099854,5,29,0.0881684347987175,8,26,14,4,0.6399346590042114
80,40,2,8,24,0.5988587737083435,5,29,0.3382624685764313,8,14,14,1,0.7066431045532227
81,10,2,9,21,0.686102569103241,5,29,0.17695249617099762,8,29,14,3,0.6253371834754944
81,20,2,8,18,0.32943490147590637,4,20,0.21257050335407257,7,10,8,0,0.41890230774879456
81,30,2,8,23,0.40533363819122314,4,10,0.404183566570282,7,8,5,0,0.6318762898445129
81,40,2,8,19,0.3884906470775604,4,9,0.6391431093215942,7,17,5,2,0.812770426273346
82,10,0,9,23,0.5251981019973755,14,29,0.2758038341999054,14,18,13,28,0.4925355315208435
82,20,0,8,29,0.3189948499202728,14,29,0.2862701714038849,10,13,10,26,0.42146337032318115
82,30,0,8,29,0.4533994197845459,14,2,0.3088952302932739,9,13,14,3,0.5564689636230469
82,40,0,8,20,0.27272191643714905,14,1,0.3975488543510437,8,4,11,0,0.5299288034439087
83,10,0,8,27,0.34163445234298706,14,2,0.45628413558006287,8,15,10,3,0.5693405270576477
83,20,0,8,29,0.3657408654689789,14,3,0.504892885684967,9,13,12,4,0.622547447681427
83,30,0,8,26,0.31473276019096375,14,1,0.5549591779708862,9,8,14,1,0.6535851955413818
83,40,0,8,26,0.28034454584121704,11,2,0.6297515034675598,9,10,12,2,0.6945726871490479
84,10,1,8,18,0.8428826928138733,5,2,0.6809543967247009,8,18,13,2,0.8529844284057617
84,20,1,8,14,0.7716779112815857,6,2,0.7639155387878418,8,13,10,2,0.8470845222473145
84,30,1,8,15,0.7450176477432251,8,2,0.8146560788154602,8,17,9,4,0.8559033870697021
84,40,1,8,14,0.6519501805305481,5,4,0.8073782920837402,8,13,8,2,0.8249772787094116
85,10,1,8,12,0.6411666870117188,9,1,0.8332263827323914,8,13,7,3,0.8349618911743164
85,20,1,7,22,0.5233919024467468,4,3,0.703383207321167,8,11,7,2,0.7146822810173035
85,30,1,8,17,0.5862447619438171,6,5,0.8259096145629883,8,25,7,5,0.798094630241394
85,40,1,8,15,0.6407619714736938,7,3,0.8726242780685425,8,19,7,4,0.8638340830802917
86,10,2,9,24,0.5179136991500854,14,9,0.5179473757743835,12,25,12,27,0.4330593943595886
86,20,2,9,24,0.41816219687461853,14,8,0.43225786089897156,10,28,11,18,0.3498702645301819
86,30,2,9,24,0.4976111650466919,14,7,0.49365076422691345,11,26,12,20,0.4168148934841156
86,40,2,8,29,0.5833458304405212,14,6,0.5932859182357788,10,21,11,13,0.5240874290466309
87,10,2,8,29,0.3958114981651306,11,7,0.4272775948047638,10,29,13,9,0.35652875900268555
87,20,2,8,29,0.47318151593208313,14,10,0.5264836549758911,11,25,12,18,0.4092326760292053
87,30,2,8,29,0.5797290205955505,14,6,0.6082364320755005,12,19,13,15,0.5256754159927368
87,40,2,8,29,0.5774791240692139,14,6,0.5973891019821167,10,21,11,13,0.5164844393730164
88,10,2,8,29,0.3750059902667999,14,29,0.0030595019925385714,8,29,10,29,0.2573227882385254
88,20,2,8,28,0.34389713406562805,14,29,-0.06927196681499481,8,28,13,27,0.22792795300483704
88,30,2,8,29,0.40079009532928467,14,29,0.04951734468340874,8,28,11,7,0.36498934030532837
88,40,2,8,29,0.2895871102809906,14,29,0.05330739542841911,8,28,11,6,0.2690788209438324
89,10,2,8,29,0.3670785129070282,14,29,0.1857362687587738,8,29,9,29,0.3993333876132965
89,20,2,8,29,0.26182299852371216,14,20,0.21946580708026886,8,23,9,5,0.37843745946884155
89,30,2,9,26,0.06864404678344727,6,29,0.1663922816514969,8,16,8,4,0.2509303390979767
89,40,2,3,29,0.06573114544153214,14,1,0.317903608083725,8,9,7,2,0.36807379126548767
100,10,2,8,29,0.8328645825386047,5,29,-0.06897379457950592,8,29,14,8,0.5982419848442078
100,20,2,8,29,0.8128257989883423,5,29,-0.04929179698228836,8,29,14,7,0.6062121391296387
100,30,2,8,23,0.8057253956794739,5,29,0.08311142772436142,8,21,14,4,0.6905317902565002
100,40,2,8,23,0.7355055212974548,5,29,0.15897037088871002,8,19,14,3,0.6823800802230835
102,10,0,8,29,0.5925981402397156,14,29,0.19773200154304504,9,19,10,26,0.5246412754058838
102,20,0,8,29,0.5995078086853027,14,29,0.23140327632427216,9,15,10,22,0.5939726829528809
102,30,0,8,27,0.5874270796775818,14,29,0.29201963543891907,9,14,10,19,0.6279919147491455
102,40,0,8,22,0.4662032425403595,11,2,0.3099776804447174,8,13,12,2,0.5810146331787109
104,10,1,8,15,0.8552261590957642,8,1,0.719000518321991,8,16,11,4,0.8712584376335144
104,20,1,8,14,0.7891609072685242,8,1,0.7907259464263916,8,13,10,2,0.8671055436134338
104,30,1,9,15,0.6715344190597534,10,3,0.6807400584220886,9,17,11,6,0.7165815830230713
104,40,1,8,11,0.740003764629364,5,1,0.8293417096138,8,11,9,2,0.8702413439750671
106,10,2,9,22,0.587068498134613,14,6,0.5874366164207458,11,26,13,15,0.5098267793655396
106,20,2,8,29,0.5192828178405762,14,5,0.5266166925430298,10,23,12,10,0.4673751890659332
106,30,2,8,29,0.6342763900756836,14,6,0.6483926177024841,11,23,13,13,0.5632364749908447
106,40,2,8,29,0.6046513319015503,11,5,0.604762077331543,11,20,14,9,0.5524094104766846
108,10,2,8,29,0.5467448830604553,14,29,-0.050944581627845764,8,29,13,28,0.37690505385398865
108,20,2,8,29,0.6502060294151306,14,29,-0.03698534891009331,8,29,14,21,0.47861501574516296
108,30,2,8,26,0.5744435787200928,14,29,-0.0661490261554718,8,26,13,24,0.4318518340587616
108,40,2,8,21,0.42336899042129517,5,29,0.05355514585971832,8,15,13,2,0.4342953860759735
120,10,2,8,29,0.30036336183547974,14,29,0.19633284211158752,10,15,10,29,0.2860795259475708
120,20,2,8,29,0.3447093069553375,14,29,0.16234396398067474,12,14,11,29,0.33787596225738525
120,30,2,8,27,0.36209920048713684,14,29,0.22920405864715576,10,14,10,28,0.42759454250335693
120,40,2,8,25,0.24651695787906647,14,29,0.22706560790538788,8,11,12,1,0.3587387502193451
121,10,2,7,29,0.17819614708423615,4,8,0.3456129729747772,6,3,1,0,0.4214823544025421
121,20,2,7,29,0.18870528042316437,5,20,0.4305366277694702,7,23,5,6,0.4871002733707428
121,30,2,8,23,0.1301356703042984,5,29,0.2228062003850937,8,15,9,3,0.2472413182258606
121,40,2,8,20,0.12331268191337585,3,1,0.38996514678001404,6,5,1,1,0.4457170367240906
122,10,0,9,24,0.29697659611701965,14,29,0.2501893639564514,14,18,13,27,0.3668097257614136
122,20,0,9,23,0.2710365056991577,14,29,0.22825533151626587,13,16,12,27,0.3230475187301636
122,30,0,8,29,0.2772989869117737,14,7,0.23737475275993347,8,23,10,6,0.3841729462146759
122,40,0,8,28,0.2500191032886505,14,1,0.3094247579574585,8,11,11,1,0.42185547947883606
123,10,0,8,29,0.05246186628937721,11,1,0.17082396149635315,8,29,7,3,0.17972034215927124
123,20,0,7,29,0.1322232484817505,5,3,0.2575443983078003,6,3,1,0,0.3197602927684784
123,30,0,8,29,0.1252642720937729,11,3,0.40899163484573364,9,17,12,3,0.4097908139228821
123,40,0,8,29,0.11086535453796387,11,2,0.3615407347679138,9,9,11,2,0.37975603342056274
124,10,1,9,16,0.45335859060287476,14,3,0.601186215877533,9,19,11,5,0.5668306350708008
124,20,1,8,25,0.4875088632106781,14,3,0.6547424793243408,9,19,11,5,0.6083880662918091
124,30,1,8,26,0.4850776493549347,14,3,0.6305926442146301,8,29,8,8,0.5919442176818848
124,40,1,8,28,0.4429747760295868,9,5,0.6022415161132812,8,29,8,10,0.537723958492279
125,10,1,8,20,0.5101048350334167,7,4,0.6945358514785767,8,24,7,5,0.6720986366271973
125,20,1,8,26,0.46955636143684387,10,4,0.6685243248939514,8,29,7,9,0.6031796336174011
125,30,1,8,21,0.4845716953277588,6,6,0.6767705082893372,8,27,7,6,0.6448485851287842
125,40,1,8,18,0.4478130340576172,13,2,0.629010021686554,9,14,11,3,0.6057787537574768
126,10,2,8,29,0.2434496134519577,7,12,0.2561952471733093,10,25,7,12,0.21497341990470886
126,20,2,8,29,0.3376964032649994,7,9,0.3434717357158661,8,29,7,9,0.31119412183761597
126,30,2,8,21,0.3173896372318268,5,9,0.32832759618759155,8,24,6,7,0.3144702911376953
126,40,2,8,21,0.33454692363739014,6,6,0.3437548279762268,8,23,6,7,0.3295122981071472
127,10,2,8,23,0.312346875667572,6,8,0.3204701542854309,8,26,7,6,0.30424028635025024
127,20,2,8,29,0.3302129805088043,7,8,0.34218207001686096,9,20,10,5,0.3057643473148346
127,30,2,8,25,0.31938883662223816,6,9,0.3287392258644104,8,29,7,7,0.3054982125759125
127,40,2,8,29,0.3437345027923584,7,8,0.3577497601509094,9,24,7,8,0.3190418481826782
128,10,2,8,25,0.15454654395580292,14,29,-0.015871740877628326,8,25,11,29,0.08232605457305908
128,20,2,8,29,0.14991535246372223,14,29,-0.012850313447415829,8,29,11,29,0.07369551062583923
128,30,2,8,29,0.1150752529501915,14,29,-0.00146383885294199,8,29,11,29,0.04640362784266472
128,40,2,8,29,0.13018247485160828,14,29,0.025530658662319183,8,29,10,29,0.057767294347286224
129,10,2,2,27,0.08191213756799698,8,11,0.05546901375055313,2,29,0,2,0.08191213756799698
129,20,2,9,28,0.03608712553977966,14,29,0.0456361323595047,12,25,12,29,0.020227236673235893
129,30,2,14,29,0.0435604527592659,10,8,0.0621347539126873,10,29,14,8,0.03863018751144409
129,40,2,1,29,0.05821266025304794,8,10,0.1383974254131317,9,29,8,10,0.09981748461723328
140,10,2,8,27,0.32009491324424744,14,29,0.20174461603164673,13,11,11,29,0.3537417948246002
140,20,2,8,20,0.3751007318496704,14,29,0.14486351609230042,7,16,10,0,0.41258400678634644
140,30,2,8,22,0.30668905377388,14,29,0.15738576650619507,13,11,11,29,0.3294747471809387
140,40,2,8,18,0.27176228165626526,3,29,0.15983884036540985,7,7,9,0,0.36602333188056946
142,10,0,8,29,0.2598959803581238,14,29,0.17516455054283142,14,14,12,29,0.28995394706726074
142,20,0,8,29,0.2692771553993225,14,29,0.2051236778497696,12,14,11,29,0.32246705889701843
142,30,0,8,25,0.25848469138145447,14,2,0.20643460750579834,8,7,14,0,0.3639233410358429
142,40,0,8,26,0.24189314246177673,14,4,0.2705268859863281,8,15,10,4,0.3747233748435974
144,10,1,8,17,0.5407833456993103,7,3,0.6764578223228455,8,19,8,4,0.6822280883789062
144,20,1,8,21,0.5066434741020203,7,4,0.6641919016838074,8,25,8,5,0.6510040760040283
144,30,1,8,20,0.5671778321266174,6,5,0.7327723503112793,8,23,8,4,0.721137285232544
144,40,1,8,20,0.5143061876296997,6,5,0.6743679046630859,8,24,7,5,0.6631140112876892
146,10,2,8,21,0.3100570738315582,5,8,0.3174854516983032,8,23,7,5,0.3049874007701874
146,20,2,8,22,0.3049911856651306,6,7,0.31068918108940125,8,24,7,6,0.29602688550949097
146,30,2,8,23,0.3183872401714325,6,7,0.32117727398872375,8,26,7,7,0.3085106313228607
146,40,2,8,22,0.29302194714546204,6,7,0.29858168959617615,8,24,7,6,0.28647270798683167
148,10,2,8,22,0.16264337301254272,14,29,-0.03248593956232071,8,22,11,29,0.0732654556632042
148,20,2,8,29,0.19739454984664917,14,29,0.004571783356368542,8,29,11,29,0.07846598327159882
148,30,2,8,20,0.1511181741952896,14,29,-0.035984721034765244,8,20,11,25,0.08713974058628082
148,40,2,8,27,0.15005752444267273,14,29,-0.020596349611878395,8,27,12,23,0.07346786558628082
160,10,2,9,18,0.7965751886367798,5,29,0.10398716479539871,9,18,14,7,0.6442484855651855
160,20,2,8,20,0.43531402945518494,5,29,0.5667780637741089,8,10,11,1,0.7290923595428467
160,30,2,8,24,0.3553662896156311,5,25,0.6613433361053467,8,12,9,2,0.7850940227508545
160,40,2,8,23,0.2809971570968628,4,7,0.7659479379653931,7,16,4,3,0.8671445250511169
161,10,2,8,23,0.42817866802215576,5,29,0.6072543263435364,8,14,10,2,0.7537834644317627
161,20,2,8,23,0.3105553090572357,5,16,0.7496439218521118,8,12,8,2,0.8360294699668884
161,30,2,8,23,0.2889244556427002,5,6,0.7570958733558655,7,20,4,4,0.8622377514839172
161,40,2,8,24,0.26715946197509766,5,8,0.8065434694290161,7,21,4,6,0.8892444372177124
162,10,0,8,29,0.46652936935424805,14,29,0.3914632499217987,10,15,10,29,0.5423477292060852
162,20,0,8,29,0.3911485970020294,14,3,0.5106481313705444,8,18,10,3,0.6580832600593567
162,30,0,8,29,0.2840553820133209,14,1,0.6154962182044983,9,8,13,1,0.7055781483650208
162,40,0,8,29,0.25090089440345764,10,2,0.6898447275161743,9,7,12,1,0.7627686262130737
163,10,0,8,27,0.34285545349121094,12,2,0.5885847806930542,9,8,14,1,0.7001689672470093
163,20,0,8,29,0.2958640456199646,13,2,0.6827181577682495,9,10,12,2,0.7541215419769287
163,30,0,8,23,0.2828983962535858,12,1,0.6932349801063538,8,7,8,1,0.7910087704658508
163,40,0,8,23,0.24717190861701965,10,1,0.7088049054145813,8,7,8,1,0.7927042841911316
164,10,1,7,29,0.4137575924396515,5,6,0.5136483907699585,8,16,8,3,0.5087069869041443
164,20,1,8,19,0.4169805645942688,5,7,0.5500820279121399,8,19,7,4,0.5378684401512146
164,30,1,7,29,0.419211745262146,4,8,0.561150848865509,7,29,4,11,0.5507726669311523
164,40,1,7,29,0.4105530083179474,4,9,0.5536051988601685,8,16,7,3,0.5438861846923828
165,10,1,8,22,0.40486836433410645,6,6,0.5517184734344482,8,27,7,6,0.5184893608093262
165,20,1,7,29,0.4012944996356964,4,9,0.545747697353363,8,21,4,11,0.5303615927696228
165,30,1,7,29,0.4135233461856842,4,8,0.5593481659889221,8,20,4,10,0.5482329726219177
165,40,1,7,29,0.3995766341686249,4,9,0.5478334426879883,8,21,4,11,0.5340063571929932
166,10,2,9,24,0.41846922039985657,8,13,0.45503896474838257,10,28,12,12,0.3350663185119629
166,20,2,8,29,0.47153303027153015,8,11,0.5003045201301575,9,29,10,10,0.39584672451019287
166,30,2,8,29,0.45112594962120056,9,9,0.47536277770996094,10,28,13,9,0.3713638484477997
166,40,2,9,25,0.4094097316265106,14,8,0.4415339529514313,11,29,14,13,0.31785356998443604
167,10,2,3,29,0.4555361270904541,14,29,-0.16246354579925537,3,29,1,18,0.43993622064590454
167,20,2,3,29,0.529500424861908,14,29,-0.1909058541059494,3,29,3,18,0.5113816857337952
167,30,2,3,29,0.5081079006195068,14,29,-0.21740497648715973,2,22,0,0,0.5161703824996948
167,40,2,2,20,0.5409756898880005,14,29,-0.2393873631954193,2,23,0,0,0.559375524520874
168,10,2,8,29,0.4661000669002533,14,29,-0.036080971360206604,8,29,13,28,0.24054200947284698
168,20,2,9,27,0.1997881680727005,6,29,0.24074427783489227,8,29,9,5,0.29178348183631897
168,30,2,3,29,0.16671274602413177,14,6,0.3324742615222931,8,29,8,8,0.3218417763710022
168,40,2,3,29,0.16089579463005066,8,8,0.3799186646938324,8,29,7,11,0.367527037858963
169,10,2,8,29,0.2929747402667999,5,29,0.11976353079080582,8,29,10,6,0.282531201839447
169,20,2,3,29,0.1957218050956726,6,17,0.35250914096832275,8,25,7,8,0.375305712223053
169,30,2,3,29,0.18238666653633118,7,8,0.37569424510002136,8,26,7,8,0.4074685275554657
169,40,2,3,29,0.13326910138130188,6,29,0.39777863025665283,8,29,6,10,0.3961630165576935
200,10,2,8,29,0.735659122467041,14,29,0.021707458421587944,8,29,10,23,0.5771776437759399
