num,data_div,unrestricted_axis,scale_index,A_fit_arg0,A_fit_arg1,A_fit,E_fit_arg0,E_fit_arg1,E_fit,AE_fit_arg0,AE_fit_arg1,AE_fit_arg2,AE_fit_arg3,AE_fit
16,10,2,0,9,29,0.10745611786842346,14,29,0.13425812125205994,14,29,14,29,0.05994637310504913
16,10,2,1,9,29,0.1739574372768402,13,29,0.2280951738357544,13,29,13,29,0.11350756138563156
16,10,2,2,10,29,0.1484479010105133,13,29,0.17642271518707275,12,28,12,29,0.0829596146941185
16,10,2,3,9,27,0.08815965056419373,14,12,0.10852590203285217,12,29,14,18,0.05658614635467529
16,10,2,4,9,29,0.06820390373468399,14,29,0.10112005472183228,14,29,14,29,0.03765158727765083
16,20,2,0,9,26,0.14147940278053284,14,8,0.14055904746055603,11,28,12,22,0.103542260825634
16,20,2,1,9,26,0.20890755951404572,14,15,0.22465220093727112,14,27,14,28,0.15631240606307983
16,20,2,2,9,25,0.20937760174274445,14,13,0.2373616099357605,13,29,14,24,0.1598518043756485
16,20,2,3,9,27,0.18863847851753235,14,11,0.2029752880334854,12,29,13,23,0.1369260847568512
16,20,2,4,9,28,0.1658456176519394,14,28,0.1968247890472412,12,28,12,29,0.11588234454393387
16,30,2,0,9,29,0.1154705062508583,14,12,0.12690281867980957,11,29,12,21,0.06920864433050156
16,30,2,1,9,29,0.2303897738456726,14,15,0.2565954327583313,12,29,13,23,0.15398618578910828
16,30,2,2,9,29,0.22334356606006622,14,12,0.2364112287759781,11,29,12,22,0.14674903452396393
16,30,2,3,9,26,0.19055472314357758,14,11,0.22447402775287628,12,29,14,18,0.13818557560443878
16,30,2,4,9,29,0.1983729898929596,14,14,0.21731898188591003,14,28,14,29,0.13511721789836884
16,40,2,0,8,29,0.14395184814929962,8,19,0.17038196325302124,12,27,8,19,0.10792034864425659
16,40,2,1,9,24,0.2443574070930481,11,10,0.2773822247982025,11,29,13,16,0.19116170704364777
16,40,2,2,9,26,0.25795790553092957,11,10,0.28318092226982117,10,29,11,18,0.18978936970233917
16,40,2,3,8,29,0.2219470739364624,9,10,0.23825275897979736,10,28,12,12,0.17510473728179932
16,40,2,4,9,27,0.232704758644104,14,14,0.24707511067390442,14,28,14,29,0.16948775947093964
18,10,2,0,9,24,0.12380490452051163,14,29,-0.0074944207444787025,9,24,13,29,0.06143379583954811
18,10,2,1,9,25,0.19129875302314758,14,29,-0.020975783467292786,9,25,14,24,0.08024857193231583
18,10,2,2,9,23,0.24158143997192383,14,29,-0.061795078217983246,9,23,14,22,0.10942504554986954
18,10,2,3,8,29,0.24939467012882233,14,29,-0.07310628890991211,8,29,13,28,0.12753134965896606
18,10,2,4,8,29,0.17532843351364136,14,29,-0.0689145177602768,8,29,14,22,0.09062498062849045
18,20,2,0,9,23,0.12026124447584152,14,29,-0.049187447875738144,9,23,13,28,0.06543244421482086
18,20,2,1,9,24,0.19968768954277039,14,29,-0.05353381857275963,9,24,14,24,0.0992424413561821
18,20,2,2,8,29,0.28710824251174927,14,29,-0.09862543642520905,8,29,13,28,0.15262283384799957
18,20,2,3,8,29,0.30469271540641785,14,29,-0.09031512588262558,8,29,13,28,0.17081664502620697
18,20,2,4,8,29,0.2496883124113083,14,29,-0.06727185100317001,8,29,13,28,0.15264274179935455
18,30,2,0,9,29,0.0969652310013771,14,29,0.00989384762942791,9,29,11,29,0.04680559039115906
18,30,2,1,8,29,0.12639077007770538,14,29,-0.0004920390783809125,8,29,13,27,0.06882096827030182
18,30,2,2,8,29,0.18447114527225494,14,29,-0.02134491130709648,8,29,13,28,0.12597347795963287
18,30,2,3,8,29,0.19552581012248993,14,29,-0.02362656779587269,8,29,13,26,0.12973125278949738
18,30,2,4,8,22,0.16054674983024597,14,29,-0.042556650936603546,8,22,12,29,0.11838630586862564
18,40,2,0,8,27,0.1082167848944664,5,29,-0.013013549149036407,8,27,14,11,0.08637586981058121
18,40,2,1,8,29,0.07862956076860428,9,29,0.028092334046959877,8,19,9,22,0.07550661265850067
18,40,2,2,8,29,0.10822748392820358,6,29,0.017158273607492447,8,29,11,6,0.09252285212278366
18,40,2,3,8,29,0.10638613998889923,14,29,0.011876694858074188,8,24,10,14,0.08993799239397049
18,40,2,4,8,29,0.1278565227985382,14,29,-0.005696895066648722,8,29,11,15,0.09458386898040771
50,10,2,0,8,29,0.39256638288497925,5,29,0.055760759860277176,9,17,10,28,0.332003653049469
50,10,2,1,9,19,0.3994666337966919,5,29,0.08057329803705215,13,15,12,28,0.3449043929576874
50,10,2,2,9,17,0.4045292139053345,5,29,0.07429315149784088,14,13,12,29,0.3542296290397644
50,10,2,3,9,17,0.35898494720458984,5,29,0.0599500946700573,12,12,11,29,0.309861421585083
50,10,2,4,9,17,0.2667468786239624,14,29,0.06756223738193512,12,13,11,29,0.23110133409500122
50,20,2,0,8,29,0.30949458479881287,5,29,0.09606320410966873,13,15,12,27,0.2996290624141693
50,20,2,1,9,21,0.3478914201259613,5,29,0.12853552401065826,13,16,12,28,0.33626633882522583
50,20,2,2,9,18,0.3204217553138733,5,29,0.12543322145938873,14,13,12,28,0.3256029188632965
50,20,2,3,8,29,0.3647407591342926,5,29,0.10915987193584442,9,17,10,23,0.3554655909538269
50,20,2,4,8,24,0.25456374883651733,5,29,0.1006566509604454,10,13,10,29,0.25983545184135437
50,30,2,0,8,24,0.28701478242874146,5,29,0.1359507143497467,9,12,12,6,0.304512083530426
50,30,2,1,10,19,0.3439411520957947,5,29,0.17452122271060944,13,15,12,26,0.36235401034355164
50,30,2,2,9,18,0.32332226634025574,5,29,0.15366588532924652,12,13,11,28,0.3385449945926666
50,30,2,3,8,28,0.33242300152778625,5,29,0.12857572734355927,9,15,10,20,0.3409973680973053
50,30,2,4,8,24,0.2437393069267273,14,29,0.1168583333492279,13,11,11,29,0.25710245966911316
50,40,2,0,8,25,0.3651001751422882,14,29,0.07867778092622757,14,13,12,29,0.32991987466812134
50,40,2,1,9,19,0.4419955015182495,14,29,0.1144736260175705,12,13,11,29,0.4000973105430603
50,40,2,2,8,27,0.4265805184841156,14,29,0.11575498431921005,12,13,11,29,0.3906242549419403
50,40,2,3,8,28,0.448727011680603,14,29,0.11984013020992279,12,13,11,29,0.41216397285461426
50,40,2,4,8,29,0.38674840331077576,14,29,0.1479998230934143,10,13,10,29,0.3638651669025421
52,10,0,0,8,29,0.33748504519462585,14,29,0.04686282202601433,8,27,10,19,0.2749572694301605
52,10,0,1,8,28,0.4158855676651001,14,29,0.04850640520453453,8,25,10,20,0.3441162109375
52,10,0,2,8,29,0.41382601857185364,14,29,0.058082181960344315,9,17,10,29,0.34143948554992676
52,10,0,3,8,29,0.40169209241867065,14,29,0.061712026596069336,8,26,10,19,0.33568161725997925
52,10,0,4,9,20,0.3473363518714905,4,29,0.045840367674827576,9,18,10,29,0.28664276003837585
52,20,0,0,8,23,0.24354319274425507,14,5,0.07717879116535187,8,19,10,13,0.2361583709716797
52,20,0,1,8,23,0.2823881208896637,14,5,0.0752159133553505,8,18,11,7,0.2696893513202667
52,20,0,2,8,27,0.29375678300857544,14,29,0.08577780425548553,9,15,11,12,0.2748209834098816
52,20,0,3,8,20,0.2922808825969696,14,29,0.08520494401454926,9,12,10,21,0.287765234708786
52,20,0,4,9,17,0.28178632259368896,14,4,0.057738665491342545,10,13,14,7,0.24897906184196472
52,30,0,0,8,23,0.3231295943260193,14,5,0.08496525138616562,9,13,10,23,0.297321617603302
52,30,0,1,8,23,0.33136576414108276,14,6,0.09851840138435364,8,18,10,13,0.31535762548446655
52,30,0,2,9,16,0.3365879952907562,6,7,0.09390027821063995,10,12,13,8,0.3186590075492859
52,30,0,3,8,26,0.3377065360546112,14,3,0.11602886021137238,9,14,10,22,0.3371947109699249
52,30,0,4,8,26,0.33193355798721313,14,3,0.12025122344493866,8,21,11,7,0.33153313398361206
52,40,0,0,8,28,0.2756391167640686,7,4,0.08552318811416626,8,23,10,14,0.2634962499141693
52,40,0,1,8,27,0.33675941824913025,14,6,0.07260426133871078,8,23,10,15,0.32084766030311584
52,40,0,2,8,25,0.3524072766304016,5,11,0.08398564159870148,8,20,12,5,0.32993799448013306
52,40,0,3,8,25,0.34678569436073303,14,29,0.09223836660385132,9,14,10,23,0.3227488100528717
52,40,0,4,8,29,0.3279210925102234,14,29,0.09498784691095352,14,13,12,29,0.30582404136657715
54,10,1,0,10,15,0.2039055973291397,14,2,0.1429426074028015,12,15,12,21,0.18839356303215027
54,10,1,1,8,29,0.251196026802063,14,3,0.2296510487794876,8,29,9,11,0.24775473773479462
54,10,1,2,8,23,0.2698647677898407,11,3,0.252978652715683,8,24,9,12,0.27996185421943665
54,10,1,3,8,24,0.24090763926506042,8,6,0.2300121784210205,8,25,9,12,0.2473323494195938
54,10,1,4,8,28,0.194962278008461,13,4,0.2053162008523941,8,29,9,9,0.20593683421611786
54,20,1,0,8,27,0.2722952961921692,11,4,0.24241814017295837,8,29,9,28,0.2669272720813751
54,20,1,1,8,29,0.2933606505393982,10,5,0.32522159814834595,9,19,11,6,0.3143698275089264
54,20,1,2,8,23,0.31711989641189575,9,3,0.3177560269832611,8,24,9,6,0.3444570004940033
54,20,1,3,8,24,0.2937943935394287,10,4,0.2869623601436615,8,26,9,9,0.30797696113586426
54,20,1,4,8,27,0.27060383558273315,11,4,0.2670758366584778,8,29,9,10,0.2773524522781372
54,30,1,0,9,20,0.23092707991600037,14,4,0.20724518597126007,9,22,10,17,0.21987350285053253
54,30,1,1,9,20,0.2701345682144165,9,6,0.26686957478523254,9,20,11,8,0.2662610411643982
54,30,1,2,8,26,0.2756595313549042,10,3,0.2656371295452118,8,26,10,4,0.29104161262512207
54,30,1,3,8,29,0.2499411553144455,7,7,0.22448408603668213,8,29,9,11,0.2500365376472473
54,30,1,4,8,28,0.159713014960289,7,6,0.18063272535800934,8,29,8,6,0.1838078498840332
54,40,1,0,14,21,0.23603740334510803,14,4,0.1771344095468521,13,22,14,22,0.19635732471942902
54,40,1,1,9,22,0.28008154034614563,13,6,0.278026282787323,9,24,10,17,0.26046162843704224
54,40,1,2,8,28,0.28790271282196045,14,3,0.26934611797332764,8,29,10,5,0.28491559624671936
54,40,1,3,8,24,0.2883906066417694,9,4,0.27589255571365356,8,27,9,9,0.2967945635318756
54,40,1,4,8,28,0.25631415843963623,13,4,0.247786283493042,8,29,9,10,0.25689640641212463
56,10,2,0,8,25,0.09911444038152695,7,18,0.09761590510606766,8,22,7,29,0.09017609804868698
56,10,2,1,9,16,0.11863009631633759,8,7,0.11076097935438156,11,14,12,11,0.1074235811829567
56,10,2,2,8,27,0.11068160831928253,14,5,0.10087155550718307,11,17,13,10,0.10017264634370804
56,10,2,3,8,29,0.07427944242954254,10,11,0.0816527009010315,9,24,9,22,0.0579729862511158
56,10,2,4,9,20,0.1012205109000206,14,5,0.09512535482645035,12,18,13,15,0.08847438544034958
56,20,2,0,8,29,0.10722377896308899,8,13,0.11092516034841537,9,28,10,11,0.08934155106544495
56,20,2,1,8,29,0.1056145429611206,14,11,0.11498145759105682,10,28,11,17,0.08227678388357162
56,20,2,2,9,25,0.12324698269367218,8,14,0.11365946382284164,9,29,10,14,0.09378021955490112
56,20,2,3,9,23,0.07450724393129349,7,26,0.0723477378487587,9,28,10,14,0.056315042078495026
56,20,2,4,9,26,0.11924250423908234,14,10,0.11319857090711594,11,28,12,22,0.0922512486577034
56,30,2,0,8,29,0.06171127408742905,8,19,0.07280916720628738,11,29,13,16,0.04366693273186684
56,30,2,1,9,25,0.09314923733472824,8,14,0.08717457950115204,9,29,10,12,0.06665727496147156
56,30,2,2,9,26,0.08959177136421204,10,13,0.09328071773052216,11,28,13,16,0.05868798494338989
56,30,2,3,8,29,0.07928714901208878,8,15,0.08870737254619598,9,26,9,12,0.05988970026373863
56,30,2,4,8,29,0.09326367825269699,8,15,0.10499270260334015,9,28,9,11,0.072336345911026
56,40,2,0,8,29,0.07002326101064682,7,29,0.07738770544528961,9,29,10,11,0.0484461709856987
56,40,2,1,8,29,0.08619435131549835,8,14,0.08754575252532959,10,24,12,10,0.0698520615696907
56,40,2,2,9,29,0.08691312372684479,14,13,0.07805898040533066,10,29,11,20,0.05354238301515579
56,40,2,3,9,26,0.05010693892836571,8,16,0.05818938463926315,10,21,8,15,0.03153391182422638
56,40,2,4,9,23,0.07739406824111938,14,7,0.07588467001914978,12,18,11,29,0.06363330781459808
58,10,2,0,8,25,0.18172354996204376,14,29,0.02766827493906021,8,22,10,19,0.1414838582277298
58,10,2,1,8,29,0.2558133900165558,14,29,0.011296123266220093,9,16,10,29,0.19333668053150177
58,10,2,2,8,26,0.24791908264160156,14,29,0.0420701839029789,13,10,11,29,0.1753753125667572
58,10,2,3,8,29,0.2344895452260971,14,29,0.017152147367596626,8,28,10,25,0.1694251149892807
58,10,2,4,8,26,0.21977278590202332,14,29,0.038766492158174515,13,10,11,29,0.15069328248500824
58,20,2,0,8,29,0.1801057606935501,14,29,0.01785258576273918,8,29,10,26,0.11580727249383926
58,20,2,1,9,20,0.22248044610023499,14,29,0.04781185835599899,13,16,12,29,0.1516128033399582
58,20,2,2,8,29,0.2335732877254486,14,29,0.0418490394949913,8,29,10,23,0.15565825998783112
58,20,2,3,8,29,0.22361871600151062,14,29,0.04781589284539223,8,29,10,22,0.15417678654193878
58,20,2,4,8,29,0.1891189068555832,14,29,0.05228574201464653,10,12,10,29,0.12092283368110657
58,30,2,0,8,29,0.20383116602897644,14,29,0.042877595871686935,8,29,10,23,0.1432105302810669
58,30,2,1,8,29,0.2356518656015396,14,29,0.03605227544903755,9,19,10,29,0.1550927609205246
58,30,2,2,8,29,0.24037323892116547,14,29,0.04616644233465195,8,29,10,22,0.161356583237648
58,30,2,3,8,29,0.21668767929077148,14,29,0.01856512762606144,8,29,10,26,0.14945709705352783
58,30,2,4,8,29,0.1992931216955185,14,29,0.04020737484097481,13,16,12,29,0.13329730927944183
58,40,2,0,8,27,0.16430224478244781,14,29,-0.0060512893833220005,8,27,10,29,0.10662644356489182
58,40,2,1,8,29,0.2164756953716278,14,29,-0.0006751604378223419,8,29,10,29,0.1410466581583023
58,40,2,2,8,29,0.20660123229026794,14,29,0.009311726316809654,8,29,10,29,0.1310914009809494
58,40,2,3,8,29,0.20575273036956787,14,29,0.005358452908694744,8,28,10,29,0.13531583547592163
58,40,2,4,9,19,0.18562060594558716,14,29,0.02036021091043949,9,18,10,29,0.12111208587884903
90,10,2,0,8,29,0.13726294040679932,14,29,-0.016552019864320755,8,29,14,7,0.10312607884407043
90,10,2,1,9,26,0.34328657388687134,14,29,0.002565777627751231,9,26,11,21,0.23397992551326752
90,10,2,2,9,22,0.5654803514480591,5,29,-0.04615211859345436,9,22,14,10,0.3999834358692169
90,10,2,3,8,29,0.43913182616233826,14,29,-0.040650270879268646,8,29,10,29,0.3204898536205292
90,10,2,4,8,22,0.23440183699131012,14,29,-0.0033948910422623158,8,20,10,23,0.18731273710727692
90,20,2,0,9,17,0.2476615458726883,5,29,0.052703116089105606,9,16,10,27,0.22863437235355377
90,20,2,1,8,27,0.44894301891326904,5,29,0.03852292150259018,8,25,10,22,0.38201597332954407
90,20,2,2,8,24,0.534503161907196,5,29,0.05827408283948898,8,23,10,23,0.45248332619667053
90,20,2,3,8,21,0.5038925409317017,5,29,0.017404835671186447,8,20,10,21,0.42892488837242126
90,20,2,4,8,16,0.37901610136032104,5,29,0.014873740263283253,8,14,10,19,0.35591867566108704
90,30,2,0,8,24,0.19391986727714539,4,29,0.027812587097287178,8,22,14,4,0.1685880720615387
90,30,2,1,8,22,0.34188607335090637,5,29,0.02123217284679413,8,19,14,4,0.29146018624305725
90,30,2,2,8,22,0.430036723613739,5,29,0.03199787065386772,8,20,14,4,0.3648774325847626
90,30,2,3,8,20,0.37255388498306274,5,29,0.018048610538244247,8,17,14,4,0.3302174508571625
90,30,2,4,8,16,0.3146416246891022,5,29,0.009228795766830444,8,14,14,4,0.29285502433776855
90,40,2,0,10,15,0.2436765730381012,5,29,0.1839037537574768,8,15,14,1,0.2988755404949188
90,40,2,1,8,20,0.36331719160079956,5,29,0.1645878702402115,8,14,13,2,0.3960008919239044
90,40,2,2,8,20,0.3980254530906677,5,29,0.19044432044029236,8,14,13,2,0.43719741702079773
90,40,2,3,8,16,0.36849063634872437,5,29,0.16484089195728302,8,12,13,2,0.4043380618095398
90,40,2,4,8,16,0.31236112117767334,5,29,0.15110628306865692,7,10,11,0,0.36332812905311584
92,10,0,0,10,29,0.1083037257194519,14,29,0.04509536921977997,10,27,11,28,0.10069004446268082
92,10,0,1,9,24,0.2913326025009155,14,29,0.10996512323617935,9,22,10,27,0.26019418239593506
92,10,0,2,8,29,0.3105356991291046,14,29,0.16431374847888947,13,16,12,28,0.29727792739868164
92,10,0,3,8,29,0.23653453588485718,14,29,0.10687985271215439,12,13,11,29,0.22454828023910522
92,10,0,4,8,23,0.152011439204216,14,29,0.06923307478427887,10,12,10,29,0.15462210774421692
92,20,0,0,8,29,0.1449044942855835,14,29,0.04370293393731117,12,13,11,29,0.14039312303066254
92,20,0,1,8,29,0.2406218945980072,14,29,0.08971605449914932,13,16,12,29,0.2340935319662094
92,20,0,2,8,29,0.302049458026886,14,29,0.1794871836900711,13,17,12,29,0.31345775723457336
92,20,0,3,8,29,0.2824459671974182,14,29,0.13269929587841034,13,15,12,27,0.29044637084007263
92,20,0,4,9,22,0.1813271939754486,3,11,0.07745682448148727,13,16,12,29,0.18069599568843842
92,30,0,0,8,18,0.0983467847108841,5,17,0.055226586759090424,7,5,10,0,0.128023162484169
92,30,0,1,8,29,0.18155109882354736,14,3,0.08746258914470673,8,17,12,3,0.20395199954509735
92,30,0,2,8,27,0.18706746399402618,13,1,0.113869808614254,8,12,14,1,0.2229388952255249
92,30,0,3,8,21,0.16061359643936157,14,29,0.12506462633609772,11,9,10,29,0.2084212303161621
92,30,0,4,8,20,0.12555080652236938,14,1,0.08552104234695435,8,9,13,1,0.16531650722026825
92,40,0,0,14,20,0.14133746922016144,5,9,0.07451441884040833,9,12,14,3,0.16381892561912537
92,40,0,1,8,29,0.18841780722141266,14,29,0.12373942136764526,9,13,10,17,0.2212887555360794
92,40,0,2,8,29,0.22068017721176147,4,29,0.1176312044262886,8,16,13,2,0.24774053692817688
92,40,0,3,8,22,0.1934008151292801,14,3,0.136527881026268,8,15,10,7,0.244905486702919
92,40,0,4,8,24,0.17828546464443207,14,2,0.12979739904403687,8,10,13,1,0.2312120497226715
94,10,1,0,8,18,0.2540042996406555,14,0,0.19816485047340393,8,17,13,2,0.2640657126903534
94,10,1,1,9,16,0.3706669807434082,11,1,0.24092431366443634,9,16,14,5,0.33372774720191956
94,10,1,2,8,17,0.37042123079299927,4,2,0.2721671164035797,8,17,14,2,0.36759474873542786
94,10,1,3,7,25,0.3205944001674652,0,5,0.26026347279548645,7,24,9,4,0.3322529196739197
94,10,1,4,8,8,0.24194808304309845,0,7,0.22758550941944122,8,4,13,0,0.26254841685295105
94,20,1,0,8,15,0.45637211203575134,7,1,0.41721874475479126,8,16,10,4,0.48859304189682007
94,20,1,1,8,14,0.48585155606269836,3,3,0.43540656566619873,8,12,13,1,0.5111659169197083
94,20,1,2,8,14,0.48076683282852173,5,2,0.453950971364975,8,14,11,2,0.5152601003646851
94,20,1,3,8,13,0.41182178258895874,3,1,0.3985823392868042,8,12,10,2,0.44723543524742126
94,20,1,4,8,13,0.32178157567977905,14,0,0.353157103061676,8,13,8,4,0.38404953479766846
94,30,1,0,8,17,0.35228854417800903,8,2,0.42731714248657227,8,17,8,4,0.4362460970878601
94,30,1,1,8,15,0.3899803161621094,11,1,0.44818681478500366,8,16,8,4,0.4699917733669281
94,30,1,2,8,15,0.4208177626132965,5,3,0.47574228048324585,8,15,9,3,0.5020570158958435
94,30,1,3,8,14,0.4213598668575287,5,2,0.4860144257545471,8,13,8,3,0.5132458806037903
94,30,1,4,8,14,0.41859349608421326,11,1,0.4603089988231659,8,15,9,3,0.49006491899490356
94,40,1,0,8,15,0.4270871877670288,6,3,0.5549532175064087,8,16,7,4,0.5555447936058044
94,40,1,1,8,13,0.4253188967704773,4,5,0.542963445186615,8,12,7,2,0.5491446256637573
94,40,1,2,8,14,0.4112069010734558,4,5,0.5332737565040588,8,13,8,2,0.5417979955673218
94,40,1,3,8,13,0.3919353783130646,6,1,0.5012393593788147,8,12,8,2,0.5145406723022461
94,40,1,4,8,13,0.36015892028808594,6,1,0.4680992662906647,8,12,8,2,0.48193350434303284
96,10,2,0,9,27,0.24053464829921722,7,15,0.21012364327907562,10,29,13,11,0.18782685697078705
96,10,2,1,9,25,0.26817530393600464,14,10,0.2810904085636139,10,29,11,19,0.21336661279201508
96,10,2,2,9,29,0.25930991768836975,14,22,0.2584517300128937,12,27,12,29,0.1832047700881958
96,10,2,3,10,29,0.17786918580532074,14,29,0.15782105922698975,14,27,14,29,0.10747513920068741
96,10,2,4,9,29,0.049126021564006805,13,29,0.0504404753446579,12,27,12,29,0.025056730955839157
96,20,2,0,9,23,0.339460164308548,10,6,0.32895171642303467,10,28,12,13,0.29223695397377014
96,20,2,1,9,24,0.3593123257160187,14,7,0.365778386592865,10,27,11,18,0.30120012164115906
96,20,2,2,9,29,0.3665976822376251,14,8,0.32824933528900146,11,29,12,23,0.2803889513015747
