num,data_div,scale_index,average
10,10,0,0.01766496867498097
10,10,1,0.03846096171148656
10,10,2,0.06955184024149541
10,10,3,0.062393607781830826
10,10,4,0.03926772114821324
10,20,0,0.03436843910232282
10,20,1,0.06127994934852879
10,20,2,0.0850806919772437
10,20,3,0.07444849748132708
10,20,4,0.05447861745752783
10,30,0,0.11917894155730094
10,30,1,0.15677046885934223
10,30,2,0.17073319400905607
10,30,3,0.16476173933182792
10,30,4,0.1297393087287639
10,40,0,0.17101557468235845
10,40,1,0.22836253290679462
10,40,2,0.2616655056310229
10,40,3,0.2459585432227433
10,40,4,0.21263369319608333
12,10,0,0.004856841735464606
12,10,1,0.04464660601819454
12,10,2,0.10483281086729364
12,10,3,0.08795090035319321
12,10,4,0.022344966105950288
12,20,0,0.02791439779846595
12,20,1,0.09195241427571726
12,20,2,0.14839196563334495
12,20,3,0.15200335823055988
12,20,4,0.10466231483806177
12,30,0,0.10573218572515955
12,30,1,0.18833849845046488
12,30,2,0.24138801811215607
12,30,3,0.23959817034335015
12,30,4,0.1927475102519039
12,40,0,0.14112945722817496
12,40,1,0.2311367006564697
12,40,2,0.2901021711366539
12,40,3,0.27874375156813924
12,40,4,0.23998577286802242
14,10,0,0.06677205925405469
14,10,1,0.14101665333733213
14,10,2,0.19901602229188436
14,10,3,0.20527666801767896
14,10,4,0.1833237090969956
14,20,0,0.13782422858481175
14,20,1,0.20142603052417607
14,20,2,0.2443747823058168
14,20,3,0.2487541736629803
14,20,4,0.21664490752364213
14,30,0,0.16337022073891913
14,30,1,0.2309034373021427
14,30,2,0.2686259143155695
14,30,3,0.2631771949124737
14,30,4,0.21770775797137834
14,40,0,0.2562578939884403
14,40,1,0.31645027325135794
14,40,2,0.3485632183908046
14,40,3,0.3543184142975701
14,40,4,0.32257929533852203
16,10,0,0.029706071784062295
16,10,1,0.07249533473291346
16,10,2,0.07726858071685656
16,10,3,0.06011811707486538
16,10,4,0.03505272407732865
16,20,0,0.04721880672170502
16,20,1,0.0881035689293212
16,20,2,0.1011033985171916
16,20,3,0.09101383822592786
16,20,4,0.06731107205623901
16,30,0,0.04624099771649394
16,30,1,0.08755831583858176
16,30,2,0.09649698960043787
16,30,3,0.08169040588269352
16,30,4,0.059335090802577616
16,40,0,0.053925873880203756
16,40,1,0.09134009797060882
16,40,2,0.1042655620241827
16,40,3,0.09146546233570725
16,40,4,0.07507322788517867
18,10,0,0.03743778909772235
18,10,1,0.08223074744243394
18,10,2,0.12209077640112122
18,10,3,0.10763273695790632
18,10,4,0.06572934973637962
18,20,0,0.08785935944727444
18,20,1,0.14464098270518844
18,20,2,0.18372103630724318
18,20,3,0.16959064327485382
18,20,4,0.13290568248388987
18,30,0,0.17349564628240194
18,30,1,0.2452914125762271
18,30,2,0.27837571113433185
18,30,3,0.2628934823306892
18,30,4,0.20509080257762155
18,40,0,0.2562610306725887
18,40,1,0.3404359942017395
18,40,2,0.3870681362060673
18,40,3,0.3736924131009592
18,40,4,0.3346673361787597
50,10,0,0.11292099661950669
50,10,1,0.15293654955427372
50,10,2,0.1690376325294186
50,10,3,0.17826816868287917
50,10,4,0.15403389633757036
50,20,0,0.1122002420600142
50,20,1,0.14012472844407822
50,20,2,0.15551588688603718
50,20,3,0.15584908628727093
50,20,4,0.1312786580764989
50,30,0,0.13260924001502442
50,30,1,0.16412715059804728
50,30,2,0.17388026164677683
50,30,3,0.16231007443839993
50,30,4,0.13173428521678565
50,40,0,0.09740077626142482
50,40,1,0.12633905161435313
50,40,2,0.14105499242689035
50,40,3,0.13832997987927564
50,40,4,0.11340472459225724
52,10,0,0.11333542005759359
52,10,1,0.14374443362382533
52,10,2,0.1536583945007573
52,10,3,0.14760041731872717
52,10,4,0.1152475477392768
52,20,0,0.11828304327866115
52,20,1,0.141731382292473
52,20,2,0.15377948103393752
52,20,3,0.14968411290790007
52,20,4,0.12436879679609959
52,30,0,0.16497600267100704
52,30,1,0.19045371688266288
52,30,2,0.19382812369967214
52,30,3,0.19838868602561874
52,30,4,0.17023332752916592
52,40,0,0.16268269270898544
52,40,1,0.18790338019493763
52,40,2,0.19311304738602883
52,40,3,0.17846916892300305
52,40,4,0.14567009112542806
54,10,0,0.13088310170694045
54,10,1,0.1790410850583897
54,10,2,0.18385720943393086
54,10,3,0.18507236836657806
54,10,4,0.159312786580765
54,20,0,0.15171403530737448
54,20,1,0.1826591255275052
54,20,2,0.1830811737487725
54,20,3,0.18376327926406172
54,20,4,0.164078008009751
54,30,0,0.09203664287801008
54,30,1,0.1026543811022049
54,30,2,0.0950071570047103
54,30,3,0.08227989335188082
54,30,4,0.06792907307446747
54,40,0,0.09921434831601351
54,40,1,0.13004761072406587
54,40,2,0.14027105074815666
54,40,3,0.1401352559803264
54,40,4,0.12218352777294098
56,10,0,0.3188892366762656
56,10,1,0.38986087180895773
56,10,2,0.39983543050215536
56,10,3,0.3466318487054011
56,10,4,0.24062336757792097
56,20,0,0.19754955970118113
56,20,1,0.22465186738915108
56,20,2,0.21177618548293137
56,20,3,0.16357921189689578
56,20,4,0.10068779383597423
56,30,0,0.34551145611618883
56,30,1,0.42552230296068777
56,30,2,0.4397968991860987
56,30,3,0.3985044008909423
56,30,4,0.292202101108596
56,40,0,0.3529687826050666
56,40,1,0.3974047161252195
56,40,2,0.3780165526539172
56,40,3,0.34126590820644026
56,40,4,0.259559463694933
58,10,0,0.2658317682901381
58,10,1,0.32747355190983923
58,10,2,0.3640685075148549
58,10,3,0.36152180573150844
58,10,4,0.31756341052875964
58,20,0,0.2957451692333375
58,20,1,0.3628405373685919
58,20,2,0.3788828831078045
58,20,3,0.38381171804489483
58,20,4,0.32588368448546057
58,30,0,0.2834572847543926
58,30,1,0.3374260244213049
58,30,2,0.3461583112797723
58,30,3,0.3357734886686373
58,30,4,0.2641128330141041
58,40,0,0.3017490922749468
58,40,1,0.3557151596873673
58,40,2,0.3537241390789102
58,40,3,0.32799906434491727
58,40,4,0.25823321144581807
90,10,0,0.004928617972868906
90,10,1,0.03185729381572988
90,10,2,0.06178642018369957
90,10,3,0.05000575605825132
90,10,4,0.022502516728844672
90,20,0,0.06892660387417808
90,20,1,0.11945143326791792
90,20,2,0.14747994419253574
90,20,3,0.15091973587915566
90,20,4,0.11611467823938955
90,30,0,0.11894141342337539
90,30,1,0.16509879400862143
90,30,2,0.1764126264387862
90,30,3,0.18065306592331284
90,30,4,0.1607187270004822
90,40,0,0.12491558556957526
90,40,1,0.17689159496133783
90,40,2,0.20974014649459366
