num,data_div,id_average,ood_average
0,10,0.992876129718235,0.06801503783935285
0,20,1.0,0.08144379034513846
0,30,0.9871919381787803,0.15969010431431407
0,40,1.0,0.28481339243351117
2,10,1.0,0.12819823162537142
2,20,1.0,0.15636774344017357
2,30,0.9956896551724138,0.2229930732324864
2,40,0.9982758620689655,0.33115003673458304
4,10,1.0,0.19347137776287196
4,20,1.0,0.21461894496276482
4,30,1.0,0.2998758979652955
4,40,1.0,0.29239606222160625
6,10,0.9635623395363655,0.07591781809173113
6,20,0.9925685425685425,0.09693210696046234
6,30,0.9978354978354979,0.10886211352184887
6,40,0.9945887445887446,0.11118848700134146
8,10,0.9601087123962941,0.12916346337498966
8,20,0.9594762596396583,0.1671757104341018
8,30,0.9701117933144077,0.30208403834200126
8,40,0.963824834086272,0.4651285923446263
40,10,0.9911006723772681,0.08382724140085408
40,20,0.9661212428233705,0.09706932924184718
40,30,0.9944713088330109,0.1583092263915216
40,40,0.9989361702127659,0.23829686036179054
42,10,0.9974445812807882,0.06562150378337973
42,20,0.7315955117679256,0.061902114421970696
42,30,0.9602815407772304,0.09453881972792715
42,40,0.9202449370552819,0.12224687153771874
44,10,0.91749547920434,0.07815659313528453
44,20,0.9978902953586499,0.08613067074147546
44,30,0.9831223628691984,0.09351920084873205
44,40,0.9841772151898734,0.10081403635082502
46,10,0.4121474772790562,0.09666373569020072
46,20,0.9659200083542189,0.07235348317578941
46,30,0.9983552631578947,0.08326854270143495
46,40,0.9974415204678363,0.07681431220183584
48,10,0.8499644703748376,0.1448959387670904
48,20,0.8571098208247235,0.14266426539801683
48,30,0.8856728344849295,0.21473991786610563
48,40,0.9426992074400281,0.28865775538143457
