num,data_div,scale_index,average
10,10,0,0.0030146801817546314
10,10,1,0.027259053569362483
10,10,2,0.06258060733966468
10,10,3,0.045380545380545374
10,10,4,0.01975211889004992
10,20,0,0.039801268287811456
10,20,1,0.06708608122179797
10,20,2,0.09455680619064369
10,20,3,0.08853878547756099
10,20,4,0.06073522582143272
10,30,0,0.07703766581781263
10,30,1,0.113521264111337
10,30,2,0.14744736445404752
10,30,3,0.14052187419534357
10,30,4,0.09964339619512032
10,40,0,0.10764828592511218
10,40,1,0.15029255714781573
10,40,2,0.1851644808468586
10,40,3,0.18890799298962563
10,40,4,0.16553113234147718
12,10,0,0.026874552687205604
12,10,1,0.061165104709013075
12,10,2,0.10017042694671958
12,10,3,0.07902577392373311
12,10,4,0.05060373853477302
12,20,0,0.04525931658927115
12,20,1,0.09034768020363299
12,20,2,0.1314971609466861
12,20,3,0.11361374830762584
12,20,4,0.07570602024625013
12,30,0,0.07727401341522278
12,30,1,0.11535635774615295
12,30,2,0.14296434015041118
12,30,3,0.12565680728946033
12,30,4,0.08760967640277983
12,40,0,0.10646002896090276
12,40,1,0.1748090940645609
12,40,2,0.2028616652429526
12,40,3,0.19436885865457293
12,40,4,0.16758388482526412
14,10,0,0.03776235415522378
14,10,1,0.09308689112576651
14,10,2,0.12443386429492656
14,10,3,0.11309835289427125
14,10,4,0.09155802690285449
14,20,0,0.13362460678084587
14,20,1,0.17351614022908712
14,20,2,0.1955843927440832
14,20,3,0.1662891530238469
14,20,4,0.14962929790515997
14,30,0,0.145394966794827
14,30,1,0.19069767441860463
14,30,2,0.2169920272013132
14,30,3,0.22260181239773075
14,30,4,0.20808453998109172
14,40,0,0.14889274479452738
14,40,1,0.1813056808978364
14,40,2,0.20715751302279617
14,40,3,0.20938052876828386
14,40,4,0.19394789437892887
16,10,0,0.01638288310780446
16,10,1,0.0546829804466042
16,10,2,0.06363289951928715
16,10,3,0.04740973312401884
16,10,4,0.024802623940554974
16,20,0,0.03296840931409264
16,20,1,0.07049924794631493
16,20,2,0.07411185367569469
16,20,3,0.058070236641665204
16,20,4,0.034267967026587715
16,30,0,0.0418767996538007
16,30,1,0.08454818928612749
16,30,2,0.08909895650134833
16,30,3,0.07387057387057387
16,30,4,0.04771925605258938
16,40,0,0.042000798921456035
16,40,1,0.07920571560800647
16,40,2,0.08860358775940907
16,40,3,0.061930926216640494
16,40,4,0.03670586544149762
18,10,0,0.037321699039629834
18,10,1,0.07606733772995487
18,10,2,0.10472505569234375
18,10,3,0.09015515852250545
18,10,4,0.04631371183095322
18,20,0,0.04158011684226295
18,20,1,0.0944695129006132
18,20,2,0.1312157680518567
18,20,3,0.1107992159012567
18,20,4,0.07826292481464896
18,30,0,0.08740533612955843
18,30,1,0.13939893555478422
18,30,2,0.1766196841029764
18,30,3,0.1703749387422857
18,30,4,0.13525526197939988
18,40,0,0.13429869675937484
18,40,1,0.18224450835523376
18,40,2,0.22321700752056012
18,40,3,0.20615816534183878
18,40,4,0.17327814267469438
50,10,0,0.0348410737397677
50,10,1,0.039651512471254195
50,10,2,0.03676244926244926
50,10,3,0.026440972222222223
50,10,4,0.013008058349508854
50,20,0,0.08589539945875986
50,20,1,0.11450852054956069
50,20,2,0.13524939774939776
50,20,3,0.11807581018518516
50,20,4,0.08844479736486088
50,30,0,0.09408753971055417
50,30,1,0.114629400318415
50,30,2,0.13115780615780617
50,30,3,0.12320891203703703
50,30,4,0.09719428268925356
50,40,0,0.11025162624174273
50,40,1,0.13360162745444898
50,40,2,0.14374566874566874
50,40,3,0.13918010085978835
50,40,4,0.10565008780996075
52,10,0,0.049266300237002666
52,10,1,0.08805522562819573
52,10,2,0.10735446985446985
52,10,3,0.0862099041005291
52,10,4,0.06819010646432562
52,20,0,0.07551056426806516
52,20,1,0.0991959600043803
52,20,2,0.1153095403095403
52,20,3,0.09788194444444444
52,20,4,0.07996000235280278
52,30,0,0.09238313751197619
52,30,1,0.12564504308710922
52,30,2,0.13847185097185097
52,30,3,0.1297860863095238
52,30,4,0.11209340627021938
52,40,0,0.10279906879800983
52,40,1,0.12578950915232534
52,40,2,0.1398966273966274
52,40,3,0.12241753472222222
52,40,4,0.10172048703017468
54,10,0,0.05978518481165851
54,10,1,0.08859476215747222
54,10,2,0.08875606375606375
54,10,3,0.07792700066137566
54,10,4,0.04791062710596855
54,20,0,0.043074395307010904
54,20,1,0.055861194645910724
54,20,2,0.05775624525624525
54,20,3,0.050616319444444446
54,20,4,0.03512734545026763
54,30,0,0.0417578538651606
54,30,1,0.04185388289403856
54,30,2,0.0406993531993532
54,30,3,0.03764467592592592
54,30,4,0.026671960472913352
54,40,0,0.04148723379221085
54,40,1,0.04358157910254142
54,40,2,0.04312073062073062
54,40,3,0.03554398148148148
54,40,4,0.027974825010293507
56,10,0,0.1498029179903518
56,10,1,0.23384212344056673
56,10,2,0.24451828201828202
56,10,3,0.1955528687169312
56,10,4,0.12881217071264714
56,20,0,0.07886684147714858
56,20,1,0.10637567073530277
56,20,2,0.11223434973434972
56,20,3,0.0933922371031746
56,20,4,0.056858420092935714
56,30,0,0.1026650194140487
56,30,1,0.15910894341815976
56,30,2,0.1758171633171633
56,30,3,0.1586214451058201
56,30,4,0.10188224222104582
56,40,0,0.2913565461482863
56,40,1,0.3617232316595486
56,40,2,0.3679982179982179
56,40,3,0.3247381365740741
56,40,4,0.24992647491324035
58,10,0,0.21272964886625317
58,10,1,0.26917629071795
58,10,2,0.25978162228162227
58,10,3,0.1945014880952381
58,10,4,0.12249321468485048
58,20,0,0.16038966769199736
58,20,1,0.22634168119750994
58,20,2,0.2441948816948817
58,20,3,0.20845217427248677
58,20,4,0.1607111346391389
58,30,0,0.19290378700015126
58,30,1,0.2310770513760077
58,30,2,0.24388179388179387
58,30,3,0.21500248015873014
58,30,4,0.16299629433562732
58,40,0,0.21832610559225454
58,40,1,0.27794154810340904
58,40,2,0.2885943635943636
58,40,3,0.24429046792328038
58,40,4,0.19690774492256757
90,10,0,0.01450799721835883
90,10,1,0.047643010006362424
90,10,2,0.0971575778626838
90,10,3,0.08887377833229362
90,10,4,0.048996478873239435
90,20,0,0.04099153917477979
90,20,1,0.09607719193872238
90,20,2,0.13663474420681782
90,20,3,0.13227406945310874
90,20,4,0.09469483568075115
90,30,0,0.06025730180806675
90,30,1,0.11473067102947372
90,30,2,0.14754585752328023
90,30,3,0.14706383863589104
90,30,4,0.12270162642521798
90,40,0,0.19796012980992117
90,40,1,0.27924568057311416
90,40,2,0.3247200582212739
90,40,3,0.33612060719484305
90,40,4,0.32277246814218646
92,10,0,0.012071163653222068
92,10,1,0.01835849384001388
92,10,2,0.02039481301377793
92,10,3,0.013195258889582034
92,10,4,0.007021713615023474
92,20,0,0.07204740380157626
92,20,1,0.1088611255711724
92,20,2,0.12338650986619029
92,20,3,0.10844998960282803
92,20,4,0.08874455063715626
92,30,0,0.1470784489039009
92,30,1,0.1836349288978128
92,30,2,0.2049992556939413
92,30,3,0.1806874610106051
92,30,4,0.15781103286384976
92,40,0,0.16364659911252402
92,40,1,0.21974252827974847
92,40,2,0.24391984650755055
92,40,3,0.23165564566437927
92,40,4,0.20025528169014084
94,10,0,0.008588317107093185
94,10,1,0.026334663658973915
94,10,2,0.04625738103508163
94,10,3,0.04599500935745477
94,10,4,0.03656103286384976
94,20,0,0.021004288363467776
94,20,1,0.0433847285226775
94,20,2,0.05528002447939926
94,20,3,0.0521580370139322
94,20,4,0.044384641180415824
94,30,0,0.09565948076031526
94,30,1,0.13136469927203917
94,30,2,0.14881944789030585
94,30,3,0.142197962154294
94,30,4,0.13792085848423877
94,40,0,0.08585999072786277
94,40,1,0.11204770993943299
94,40,2,0.1265237599034056
94,40,3,0.12307839467664794
94,40,4,0.11795439302481553
96,10,0,0.06788363467779322
96,10,1,0.08463060740520396
96,10,2,0.08462429084172744
96,10,3,0.059742566022042
96,10,4,0.038808685446009385
96,20,0,0.07688050533147889
96,20,1,0.09463242524148302
96,20,2,0.0942601597777006
96,20,3,0.06984154709918902
96,20,4,0.04259976525821596
96,30,0,0.07874072786277238
96,30,1,0.0967811903522471
96,30,2,0.10229246266064605
96,30,3,0.08024038261592846
96,30,4,0.058374413145539907
96,40,0,0.11852399165507649
96,40,1,0.14858167455772872
96,40,2,0.15903174051836783
96,40,3,0.13469245165315033
96,40,4,0.09097124413145541
98,10,0,0.06152352804821511
98,10,1,0.08976392917048827
98,10,2,0.127968540663921
98,10,3,0.09633728425868164
98,10,4,0.052825704225352106
98,20,0,0.1300967779323134
98,20,1,0.17722870859258158
98,20,2,0.20595444846921052
98,20,3,0.1826429611145768
98,20,4,0.11294600938967135
98,30,0,0.1626419796012981
98,30,1,0.20709782438048965
98,30,2,0.23422112505995799
98,30,3,0.2174531087544188
98,30,4,0.17405977531857814
98,40,0,0.2371407046824293
98,40,1,0.29704229774505675
98,40,2,0.3247622355645975
98,40,3,0.31662216677063837
98,40,4,0.28810236418511065
130,10,0,0.2844439103780347
130,10,1,0.357815257649954
130,10,2,0.4115626015853567
130,10,3,0.3706228451506521
130,10,4,0.26204259990112533
130,20,0,0.342486528877533
130,20,1,0.4362971985383678
130,20,2,0.4404311803489118
130,20,3,0.3799659388064425
130,20,4,0.3036038980082619
130,30,0,0.3691395346876133
130,30,1,0.4323615357633106
130,30,2,0.443437273386512
130,30,3,0.39970477522943415
130,30,4,0.3009833002354558
130,40,0,0.5957524855169621
130,40,1,0.6485154435302338
130,40,2,0.6598522167487685
130,40,3,0.6325879844767568
130,40,4,0.5887215840057648
132,10,0,0.28154266487894963
132,10,1,0.36632597821913987
132,10,2,0.4160731998032891
132,10,3,0.3925485934142807
132,10,4,0.2725740093679562
132,20,0,0.352663023771577
132,20,1,0.41102189962464886
132,20,2,0.42479141140089854
132,20,3,0.373657955662153
132,20,4,0.2647231090218949
132,30,0,0.4210284432526331
132,30,1,0.483774833522528
132,30,2,0.5118405807973461
132,30,3,0.4706024417461983
132,30,4,0.3697590139346254
132,40,0,0.37053682106807656
132,40,1,0.36422426055277973
132,40,2,0.3277133188300701
132,40,3,0.27236879361748195
132,40,4,0.20648299439430887
134,10,0,0.06306087513808427
134,10,1,0.04111903795216828
134,10,2,0.027490351995865733
