num,data_div,scale_index,average
98,40,2,0.23950517128046395
98,40,3,0.2248579095621448
98,40,4,0.19463507286087928
130,10,0,0.1472246376811594
130,10,1,0.2813634776536313
130,10,2,0.30098754216401274
130,10,3,0.24244813208666519
130,10,4,0.15703983112142772
130,20,0,0.22291449275362316
130,20,1,0.3097017158818835
130,20,2,0.3088597000361706
130,20,3,0.2587651133448642
130,20,4,0.1994482851423862
130,30,0,0.47885942028985506
130,30,1,0.5603430932428837
130,30,2,0.5647824294883118
130,30,3,0.5251727537830362
130,30,4,0.43584086054061333
130,40,0,0.5579811594202898
130,40,1,0.6613473496940675
130,40,2,0.683937298643181
130,40,3,0.6539806482340261
130,40,4,0.5741093505576021
132,10,0,0.08463768115942029
132,10,1,0.12196436884809789
132,10,2,0.12849361967009024
132,10,3,0.11844642752696796
132,10,4,0.08590015306723184
132,20,0,0.2762739130434782
132,20,1,0.38989757914338913
132,20,2,0.3959043076690136
132,20,3,0.344598885351649
132,20,4,0.24746261627222416
132,30,0,0.289
132,30,1,0.39312982176110667
132,30,2,0.42428983605454196
132,30,3,0.40374376457022537
132,30,4,0.31298590435821094
132,40,0,0.4696376811594203
132,40,1,0.5493594539771215
132,40,2,0.545780654604184
132,40,3,0.4954235914404366
132,40,4,0.40704613883702545
134,10,0,0.11978405797101449
134,10,1,0.14867401569566374
134,10,2,0.13913409207526856
134,10,3,0.09687998729935914
134,10,4,0.05707052867066996
134,20,0,0.06444057971014493
134,20,1,0.07758587722798616
134,20,2,0.07914090561149384
134,20,3,0.07134585014914897
134,20,4,0.055180737077593314
134,30,0,0.14604347826086955
134,30,1,0.16548658220271348
134,30,2,0.14994742641801462
134,30,3,0.125951503605478
134,30,4,0.09978511715530437
134,40,0,0.1406173913043478
134,40,1,0.1447014664804469
134,40,2,0.12230045171221642
134,40,3,0.0943051830312753
134,40,4,0.06597492052278348
136,10,0,0.258268115942029
136,10,1,0.4564686419260441
136,10,2,0.572930072930073
136,10,3,0.5651672390310748
136,10,4,0.4840364333652924
136,20,0,0.3511492753623188
136,20,1,0.4426601157222666
136,20,2,0.49979096743802626
136,20,3,0.4999803641407431
136,20,4,0.4712372373887739
136,30,0,0.5030014492753623
136,30,1,0.5606943335993615
136,30,2,0.5934064316417257
136,30,3,0.5870520308491882
136,30,4,0.5493280180316563
136,40,0,0.2824217391304348
136,40,1,0.37027799946794354
136,40,2,0.40341517988576814
136,40,3,0.39031450797550105
136,40,4,0.36033077660594437
138,10,0,0.33543478260869564
138,10,1,0.5818132315775472
138,10,2,0.635049335049335
138,10,3,0.5283458250820946
138,10,4,0.33414786967418547
138,20,0,0.39713768115942033
138,20,1,0.6105949886938016
138,20,2,0.6965679965679965
138,20,3,0.6988139105440386
138,20,4,0.6189845418916419
138,30,0,0.622095652173913
138,30,1,0.7752361000266028
138,30,2,0.8368486133192015
138,30,3,0.8347901469764956
138,30,4,0.762146557669341
138,40,0,0.6378144927536232
138,40,1,0.8167996807661612
138,40,2,0.8473549179431532
138,40,3,0.8128464475806114
138,40,4,0.7365418580007065
170,10,0,0.03918293183283512
170,10,1,0.0785082358419184
170,10,2,0.1109277690472033
170,10,3,0.12511107213843098
170,10,4,0.09498692240627725
170,20,0,0.15103619784470848
170,20,1,0.21139506265226538
170,20,2,0.27008447870155566
170,20,3,0.28435782766280837
170,20,4,0.26469796985926014
170,30,0,0.27949249332228054
170,30,1,0.34014526012954505
170,30,2,0.37792079290245867
170,30,3,0.36266180621669925
170,30,4,0.3195555693942791
170,40,0,0.45009210647508524
170,40,1,0.5084977591525522
170,40,2,0.5491838991577075
170,40,3,0.5610282941657897
170,40,4,0.5431944617428488
172,10,0,0.043784068929136624
172,10,1,0.1044022882419949
172,10,2,0.14835719690355625
172,10,3,0.14155559452823568
172,10,4,0.10873873873873872
172,20,0,0.13573521900407778
172,20,1,0.22188921316736926
172,20,2,0.27384486184905255
172,20,3,0.26924596215196
172,20,4,0.20814609540415993
172,30,0,0.26354928115082854
172,30,1,0.36857970183009475
172,30,2,0.43061770893096196
172,30,3,0.44128605668854703
172,30,4,0.4088248847926267
172,40,0,0.3986485468110227
172,40,1,0.4840824997713421
172,40,2,0.5210265492612272
172,40,3,0.5132791752267374
172,40,4,0.459326192551999
174,10,0,0.15541669806660136
174,10,1,0.23958816632991592
174,10,2,0.3080367016721129
174,10,3,0.30733117870087356
174,10,4,0.27754058205671106
174,20,0,0.23738434357389868
174,20,1,0.31237039254325794
174,20,2,0.35493277457656713
174,20,3,0.3663701959212306
174,20,4,0.3624477934155353
174,30,0,0.22856347392130758
174,30,1,0.27674549128189774
174,30,2,0.3147363782251158
174,30,3,0.3284353025671861
174,30,4,0.3375160875160875
174,40,0,0.3011396082962814
174,40,1,0.3427636009878021
174,40,2,0.36676478169406407
174,40,3,0.37180187402916276
174,40,4,0.3887736123219994
176,10,0,0.04938749194068343
176,10,1,0.0859786973982888
176,10,2,0.11192596472847913
176,10,3,0.12240859514623106
176,10,4,0.09835222319093286
176,20,0,0.08923275306254029
176,20,1,0.13492333724130476
176,20,2,0.14439788138059484
176,20,3,0.15012506054684238
176,20,4,0.12373147340889275
176,30,0,0.28069783214850913
176,30,1,0.34205268278081263
176,30,2,0.3894584549377635
176,30,3,0.39928888777538374
176,30,4,0.36686615186615185
176,40,0,0.4125825818282298
176,40,1,0.478700308480298
176,40,2,0.5155200512193702
176,40,3,0.5280104307594662
176,40,4,0.5002698551085648
178,10,0,0.053220795967411055
178,10,1,0.12176407493327347
178,10,2,0.1702784221773221
178,10,3,0.18619385846236072
178,10,4,0.14711732469796987
178,20,0,0.16063452988017785
178,20,1,0.23207820931760162
178,20,2,0.2924648906183741
178,20,3,0.3010322192714336
178,20,4,0.27131377921700506
178,30,0,0.3803189396032723
178,30,1,0.48556690530236885
178,30,2,0.5275038040360198
178,30,3,0.511488658950076
178,30,4,0.43213476148960017
178,40,0,0.5429530173243906
178,40,1,0.6309220318125504
178,40,2,0.654766893661603
178,40,3,0.648142882196723
178,40,4,0.5781807614065679
210,10,0,0.04937001875293014
210,10,1,0.08086842105263158
210,10,2,0.09243763972970935
210,10,3,0.07970192275650638
210,10,4,0.04921188855929738
210,20,0,0.12042018284106891
210,20,1,0.1668425229741019
210,20,2,0.17681763755264723
210,20,3,0.1445816255123463
210,20,4,0.10588487008832499
210,30,0,0.13259661107762372
210,30,1,0.17406641604010023
210,30,2,0.17970266355179315
210,30,3,0.16432361958079242
210,30,4,0.11226828194198635
210,40,0,0.2502448764315853
210,40,1,0.304329156223893
210,40,2,0.3245682857868544
210,40,3,0.3113674231064014
210,40,4,0.24621814525845231
212,10,0,0.05483494909918961
212,10,1,0.07835087719298246
212,10,2,0.061522380477893046
212,10,3,0.033076743643573596
212,10,4,0.013802128773337986
212,20,0,0.09400722490121224
212,20,1,0.14392564745196323
212,20,2,0.16086200496258524
212,20,3,0.13087407111199975
212,20,4,0.09380063314804198
212,30,0,0.1219153941464068
212,30,1,0.18024310776942357
212,30,2,0.20205732372076665
212,30,3,0.17080375887233828
212,30,4,0.11910453589916162
212,40,0,0.2929799996651262
212,40,1,0.3580643274853801
212,40,2,0.37083406599847607
212,40,3,0.3283115065480356
212,40,4,0.2682312569068807
214,10,0,0.07994462025316455
214,10,1,0.1201888053467001
214,10,2,0.11469237832874195
214,10,3,0.08843346995901229
214,10,4,0.05495841330774152
214,20,0,0.09767785982184715
214,20,1,0.12286424394319131
214,20,2,0.1366166500595901
214,20,3,0.12277066879936017
214,20,4,0.09182225324259874
214,30,0,0.11519426863572432
214,30,1,0.13446658312447787
214,30,2,0.1404860989000254
214,30,3,0.12914250724782567
214,30,4,0.10517070900948061
214,40,0,0.0870560829817159
214,40,1,0.09606892230576441
214,40,2,0.10659691694507943
214,40,3,0.09595163117731345
214,40,4,0.08117257023207118
216,10,0,0.1314115765856272
216,10,1,0.13974018379281536
216,10,2,0.11515737647265695
216,10,3,0.07202755839914693
216,10,4,0.04908559131207885
216,20,0,0.0951112618042998
216,20,1,0.12585380116959063
216,20,2,0.14004161538010668
216,20,3,0.11788713385984205
216,20,4,0.0867840732524034
216,30,0,0.1157934833567745
216,30,1,0.14210818713450293
216,30,2,0.13823925912900767
216,30,3,0.12430895731280615
216,30,4,0.0918704456132479
216,40,0,0.11438575781930212
216,40,1,0.13156140350877193
216,40,2,0.13617607408709925
216,40,3,0.12621588523442967
216,40,4,0.10817359224269012
218,10,0,0.1518828276739669
218,10,1,0.24626065162907268
218,10,2,0.262216667922664
218,10,3,0.21438151887767004
218,10,4,0.1392140489069472
218,20,0,0.16338092726542094
218,20,1,0.2485062656641604
218,20,2,0.27607743642559895
218,20,3,0.23637408777366792
218,20,4,0.1584806108798431
218,30,0,0.17634807615029133
218,30,1,0.25625814536340846
218,30,2,0.3014492814299391
218,30,3,0.2705771601852778
218,30,4,0.2032654485629534
218,40,0,0.4888271465407541
218,40,1,0.5322071846282372
218,40,2,0.5366308846966487
218,40,3,0.4900292412276317
218,40,4,0.3925006854949274
250,10,0,0.016856392294220666
250,10,1,0.04538667033415852
250,10,2,0.08297512959403576
250,10,3,0.08013942363784855
250,10,4,0.045498401627433877
250,20,0,0.15863022266700025
250,20,1,0.20726934393571886
250,20,2,0.23050805854405362
250,20,3,0.2270330183175825
250,20,4,0.18277411051604597
250,30,0,0.21926194645984484
250,30,1,0.28451526593483534
250,30,2,0.30631911335213796
250,30,3,0.3066861676417154
250,30,4,0.27040415992028893
250,40,0,0.27212617796680844
250,40,1,0.3026978986938728
250,40,2,0.30404674537996224
250,40,3,0.27752304281880763
250,40,4,0.23991717523975586
252,10,0,0.024708114419147692
252,10,1,0.09263084193943637
252,10,2,0.13281370909363222
252,10,3,0.10084879243962198
252,10,4,0.05942043425914393
252,20,0,0.04688558085230589
252,20,1,0.1157652138397806
252,20,2,0.1523539102868126
252,20,3,0.11169058452922646
252,20,4,0.04042221945447751
252,30,0,0.11635601701275956
252,30,1,0.18199282338526168
252,30,2,0.21808575256067828
252,30,3,0.21644165541610413
252,30,4,0.19173122431186948
252,40,0,0.11186264698523893
252,40,1,0.11351470747584874
252,40,2,0.10171280463959127
252,40,3,0.08735561778088904
252,40,4,0.06615103582845518
254,10,0,0.046926444833625215
254,10,1,0.06533928467238462
254,10,2,0.07979497932319878
254,10,3,0.07860726369651816
254,10,4,0.054301075268817195
254,20,0,0.144430823117338
254,20,1,0.1661853083610479
254,20,2,0.17566419543529452
254,20,3,0.1747783222494458
254,20,4,0.161862830572508
254,30,0,0.09798307063631055
254,30,1,0.12005076142131978
254,30,2,0.13710050506311208
254,30,3,0.1389744487224361
254,30,4,0.12698924731182795
254,40,0,0.1662784588441331
254,40,1,0.19306260575296108
254,40,2,0.19571819641713054
254,40,3,0.1980394853075987
254,40,4,0.17897164445551544
256,10,0,0.03377408056042031
256,10,1,0.057159110799929996
256,10,2,0.05080543837314761
256,10,3,0.03559677983899195
256,10,4,0.017541412380122058
256,20,0,0.046100408639813184
256,20,1,0.06709551315712703
256,20,2,0.0530827987319338
256,20,3,0.03630556527826391
256,20,4,0.014356291775646613
256,30,0,0.06381369360353598
256,30,1,0.08063189217573953
256,30,2,0.07819699957564713
256,30,3,0.07771263563178159
256,30,4,0.05817827043633495
256,40,0,0.05392586106246352
256,40,1,0.09439873971643618
256,40,2,0.1030266343825666
256,40,3,0.09202543460506357
256,40,4,0.0757383650932038
258,10,0,0.046827203736135435
258,10,1,0.09008401890425345
258,10,2,0.12088232112694806
258,10,3,0.10385310932213276
258,10,4,0.059651679329098685
258,20,0,0.08622800433658577
258,20,1,0.1124803080693156
258,20,2,0.11271519266451992
258,20,3,0.09315132423287831
258,20,4,0.05706937352098641
258,30,0,0.31544866983571007
258,30,1,0.4092631258699874
258,30,2,0.44637677541748827
258,30,3,0.43184284214210716
258,30,4,0.36727716195458127
258,40,0,0.49255816862646984
258,40,1,0.5767601877089011
258,40,2,0.6164948453608247
258,40,3,0.6010904711902262
258,40,4,0.571030431353012
290,10,0,0.3589463768115942
290,10,1,0.50634934490556
290,10,2,0.5061708767591121
290,10,3,0.4485030790698451
290,10,4,0.33758599518931554
290,20,0,0.3805507246376812
290,20,1,0.5353539006384677
290,20,2,0.6025538143185202
290,20,3,0.579909173706331
290,20,4,0.5377306521336899
290,30,0,0.44958550724637686
290,30,1,0.5719992850492152
290,30,2,0.5992702786820434
290,30,3,0.5790063419647558
290,30,4,0.5067639736926207
290,40,0,0.7368217391304348
290,40,1,0.858836292897047
290,40,2,0.8909922527569586
290,40,3,0.8750988059726434
290,40,4,0.8126162722241846
292,10,0,0.34994492753623185
292,10,1,0.46764473596701256
292,10,2,0.465187456363927
292,10,3,0.40943899932318956
292,10,4,0.26727473045028677
292,20,0,0.45759565217391307
292,20,1,0.5991832102952913
292,20,2,0.6289693054398937
292,20,3,0.6019706882577561
292,20,4,0.5123870918908008
292,30,0,0.6902202898550724
292,30,1,0.7458707435488162
292,30,2,0.7351225174754585
292,30,3,0.6959479106610181
292,30,4,0.654811104943567
292,40,0,0.7755985507246378
292,40,1,0.8571046155892524
292,40,2,0.8792069380304672
292,40,3,0.8567467976838042
292,40,4,0.794068644766278
294,10,0,0.12661884057971012
294,10,1,0.18263251529662144
294,10,2,0.18666061019002195
294,10,3,0.15106158975258815
294,10,4,0.09781584834569644
294,20,0,0.1996521739130435
294,20,1,0.2369068402500665
294,20,2,0.2393595275948217
294,20,3,0.22894701660274566
294,20,4,0.18874283022993724
294,30,0,0.17038405797101447
294,30,1,0.20515388068635276
294,30,2,0.20659230659230662
294,30,3,0.1942913961513716
294,30,4,0.17291466922339405
294,40,0,0.19107971014492756
294,40,1,0.20592619380154292
294,40,2,0.20290037937096758
294,40,3,0.18827279639702874
294,40,4,0.16109022556390978
296,10,0,0.431
296,10,1,0.5433625964352221
296,10,2,0.5893292452115981
296,10,3,0.5661920637705863
296,10,4,0.48829708499436514
296,20,0,0.42262028985507244
296,20,1,0.494685671056132
296,20,2,0.5416895887484122
296,20,3,0.5447471987566741
296,20,4,0.5179244251568519
296,30,0,0.47882463768115935
296,30,1,0.5274620078478319
296,30,2,0.5600150570738807
296,30,3,0.5460064004545493
296,30,4,0.5272161107466652
296,40,0,0.10194927536231883
296,40,1,0.09857799614259112
296,40,2,0.10484013425189896
296,40,3,0.09717870303060686
296,40,4,0.09978806075591663
298,10,0,0.546668115942029
298,10,1,0.7639606610800744
298,10,2,0.8443401384577855
298,10,3,0.7944384562036781
298,10,4,0.6519705303527275
298,20,0,0.7169724637681161
298,20,1,0.8464177640329874
298,20,2,0.87708086237498
298,20,3,0.8422292131451633
298,20,4,0.7316731425880137
298,30,0,0.7608057971014492
298,30,1,0.8211754289704709
298,30,2,0.8376998847587084
298,30,3,0.818422613825316
298,30,4,0.7865654068056045
298,40,0,0.8151376811594203
298,40,1,0.8924664139398777
298,40,2,0.9113500054676524
298,40,3,0.8965858671947459
298,40,4,0.857441422347816
330,10,0,0.037987222319910904
330,10,1,0.06211221698387753
330,10,2,0.08298265525871601
330,10,3,0.08747014414324131
330,10,4,0.055231037489102006
330,20,0,0.1754883736508495
330,20,1,0.22635926729693098
330,20,2,0.25026191723415403
330,20,3,0.23977322075796295
330,20,4,0.20374164487067717
330,30,0,0.39100538404213453
330,30,1,0.4497563753980726
330,30,2,0.47687728138225777
330,30,3,0.47838561239999333
330,30,4,0.43186096234483323
330,40,0,0.4779756671439457
330,40,1,0.5451823858581323
330,40,2,0.5749873198799339
330,40,3,0.5789722904244126
330,40,4,0.5553979324947066
332,10,0,0.04878084520250864
332,10,1,0.1071216543191399
332,10,2,0.15175193527734124
332,10,3,0.143066760201099
332,10,4,0.10742226097064805
332,20,0,0.15593668098503688
332,20,1,0.2558931377684652
332,20,2,0.32960496229223313
332,20,3,0.3419677306208348
332,20,4,0.30609125254286546
332,30,0,0.2837838177296591
332,30,1,0.3674258109040718
332,30,2,0.40987968436894573
332,30,3,0.4016383140418567
332,30,4,0.3665815585170424
332,40,0,0.45590360638716526
332,40,1,0.5385253228233846
332,40,2,0.5578928550641489
332,40,3,0.5388666883800171
332,40,4,0.47644185660314686
334,10,0,0.11675793581016018
334,10,1,0.21659640632925073
334,10,2,0.2899856153392036
334,10,3,0.3107086485944781
334,10,4,0.28925229376842276
334,20,0,0.23849213326969615
334,20,1,0.3092951516209767
334,20,2,0.357733626015449
334,20,3,0.36358963438058495
334,20,4,0.3632150122472703
334,30,0,0.282648814757132
334,30,1,0.32996333158721847
334,30,2,0.3614649072480398
334,30,3,0.3677719597133838
334,30,4,0.37959978411591316
334,40,0,0.33512061761578205
334,40,1,0.37706769105407134
334,40,2,0.4073602900213691
334,40,3,0.40526590502914595
334,40,4,0.4124687590816623
336,10,0,0.08658050524588241
336,10,1,0.11843980476772513
336,10,2,0.12096792968977359
336,10,3,0.11201124083446076
336,10,4,0.09338273757628596
336,20,0,0.06212707344235391
336,20,1,0.10717861092402738
336,20,2,0.13390955124847212
336,20,3,0.14413489001352908
336,20,4,0.1253211275791921
336,30,0,0.09789578571009906
336,30,1,0.14840043403427375
336,30,2,0.15858215470577966
336,30,3,0.16250146147550565
336,30,4,0.14379831444347574
336,40,0,0.12639939042260126
336,40,1,0.1671127574480115
336,40,2,0.1732831948913667
336,40,3,0.1691334285380234
336,40,4,0.1464748619587329
338,10,0,0.09551943865290094
338,10,1,0.16109385783298824
338,10,2,0.20101129154298353
338,10,3,0.18981518598319716
338,10,4,0.13916594013368205
338,20,0,0.24476751488356902
338,20,1,0.3786751561109864
338,20,2,0.4617875227618548
338,20,3,0.46060425748693024
338,20,4,0.4039243160210902
338,30,0,0.431121521933901
338,30,1,0.4836619771009504
338,30,2,0.5060993456226562
338,30,3,0.46776089425598366
338,30,4,0.41206667496990074
338,40,0,0.5324043139323604
338,40,1,0.6260584782192954
338,40,2,0.6660407676253669
338,40,3,0.6782317399074678
338,40,4,0.6238871590484494
370,10,0,0.06168834974214721
370,10,1,0.09185380116959063
370,10,2,0.10479497935977626
370,10,3,0.08411476557032889
370,10,4,0.0554411679171756
370,20,0,0.13011477797870202
370,20,1,0.16652798663324977
370,20,2,0.18329635118803397
370,20,3,0.16704363690892735
370,20,4,0.1299744081893794
370,30,0,0.156523968588842
370,30,1,0.22370133667502087
370,30,2,0.2612470379394944
370,30,3,0.22767669699090273
370,30,4,0.15491645270915905
370,40,0,0.2714344317192418
370,40,1,0.32678613199665835
370,40,2,0.3570045578749641
370,40,3,0.35231305608317504
370,40,4,0.3088138029596763
372,10,0,0.042457805907173
372,10,1,0.08550584795321638
372,10,2,0.09648906863607057
372,10,3,0.0672614882202006
372,10,4,0.03701672607622704
372,20,0,0.12125987877570155
372,20,1,0.1610045948203843
372,20,2,0.1636598089209308
372,20,3,0.12209628778033256
372,20,4,0.0759353889872124
372,30,0,0.14544320541155983
372,30,1,0.1978955722639933
372,30,2,0.21899068049938458
372,30,3,0.18627911626512045
