num,data_div,id_average,ood_average
0,10,0.9801743259166841,0.044527982176153676
0,20,0.9956331877729258,0.07451472515154735
0,30,0.9985028072364316,0.18525040183299957
0,40,0.9945241560962085,0.18364489633247516
1,10,0.9854820822069731,0.34521496543249386
1,20,0.8728724211256962,0.3276797956842093
1,30,1.0,0.3511459886617516
1,40,0.9985807860262009,0.47804755388929415
2,10,0.9991266375545852,0.10906414554450808
2,20,0.9960161502737922,0.14099660479947487
2,30,0.997920565606155,0.15444255011381144
2,40,1.0,0.2546513690726304
3,10,0.979472201742944,0.3213486685352244
3,20,0.9830768697580925,0.39713416478899866
3,30,0.993740902474527,0.4138994053599416
3,40,0.9474055905278612,0.4352859130002257
4,10,0.9890295358649788,0.14099113112592734
4,20,1.0,0.22638342013263643
4,30,1.0,0.20123127830024384
4,40,0.9974683544303797,0.2275399541245936
5,10,1.0,0.21505535530300418
5,20,1.0,0.2659198704465162
5,30,1.0,0.26190902410024663
5,40,1.0,0.2768066609461594
6,10,0.9967532467532467,0.08023526393091611
6,20,0.993068439497011,0.08800232498720212
6,30,0.9989177489177489,0.08393109306152782
6,40,0.9971861471861472,0.0885158127596691
7,10,0.9506028122911241,0.06866567514960711
7,20,0.9907235621521336,0.0909974618953825
7,30,0.9799084513370228,0.09624776155021901
7,40,0.9985569985569985,0.09843427523956824
8,10,0.9016013998079215,0.09614196605824159
8,20,0.9649055352859701,0.15073309162964116
8,30,0.8949950110276197,0.2047375767564782
8,40,0.9127562111801243,0.2287754731209
9,10,0.715530369389065,0.1774778337016698
9,20,0.9283982744308832,0.5012527072910176
9,30,0.920035320959234,0.4460947695376213
9,40,0.8902445079075514,0.5252712627696771
20,10,1.0,0.06672747212154527
20,20,0.9959970887918487,0.07549247235880274
20,30,0.9992721979621542,0.14852163669313734
20,40,0.982694173851379,0.16363044899614887
22,10,0.9777656477438137,0.10732159575626342
22,20,0.9978165938864629,0.14841605258901333
22,30,1.0,0.2250523935474842
22,40,0.9956331877729258,0.23763813882771587
24,10,1.0,0.14606983855573197
24,20,1.0,0.1864584662985917
24,30,0.9974683544303797,0.21015208163484025
24,40,1.0,0.21104871391235028
26,10,1.0,0.11929551789665212
26,20,0.9974747474747474,0.1419510661571153
26,30,0.9969696969696971,0.13854500816693632
26,40,0.9371538514395658,0.10242459423933904
28,10,0.9207282210543078,0.1236343543555265
28,20,0.9267363855950812,0.1435412801358507
28,30,0.9563949275362319,0.21788177712318268
28,40,0.9563726309921962,0.28448027475364784
40,10,0.8620102723363593,0.04728247660556123
40,20,0.9736231884057971,0.06984701871224723
40,30,0.8367396613048786,0.06532212389379075
40,40,0.9863526570048308,0.18615342944571234
41,10,0.8708217869087435,0.2145211556259038
41,20,0.982651828847481,0.39443147402449075
41,30,0.9731901311249136,0.44943359014025086
41,40,0.992815734989648,0.5231990625935916
42,10,0.982721329086968,0.08741772716083256
42,20,0.9977973568281938,0.09680661263001983
42,30,0.9908990788946737,0.13884253837502797
42,40,0.9987151248164464,0.27100919875648205
43,10,0.9625601515469356,0.3616291189984494
